n_profile Patient_ID Drug_ID Time Prosurvival_b1 Prosurvival_b2 Prosurvival_b3 Antisurvival_b1 Antisurvival_b2 Antisurvival_b3
16 SNU-175 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
17 SK-MEL-30 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
15 MZ2-MEL MEK 29.9 1.0 1.0 0.0004 0.422087 0.0 0.0
18 SH-4 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
17 SK-MEL-30 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
16 SNU-175 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
20 LS-123 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
19 MEL-JUSO Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
18 SH-4 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
18 SH-4 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
20 LS-123 BRAF 29.8 1.0000000000000002 1.0000000000000002 0.9819800000000001 0.020225 0.0 0.0
19 MEL-JUSO BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
20 LS-123 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
18 SH-4 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
19 MEL-JUSO PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
20 LS-123 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
19 MEL-JUSO p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
18 SH-4 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
20 LS-123 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0004 0.429282 0.0 0.0
21 SW1116 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
19 MEL-JUSO MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
22 SNU-1040 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
21 SW1116 BRAF 29.8 1.0 1.0 0.95939 0.039045 0.0 0.0
23 Mewo Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
22 SNU-1040 BRAF 29.8 1.0 1.0 0.979043 0.022053 0.0 0.0
21 SW1116 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
22 SNU-1040 PI3K 29.8 1.0 1.0 0.0 0.0 0.0 0.0
23 Mewo BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
21 SW1116 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
22 SNU-1040 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
23 Mewo PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
22 SNU-1040 MEK 29.9 1.0 1.0 0.0 0.412397 0.0 0.0
23 Mewo p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
21 SW1116 MEK 29.9 1.0 1.0 0.0004 0.423659 0.0 0.0
24 SNU-61 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
25 KM12 Zero 29.8 1.0 1.0 0.9998 0.0012000000000000001 0.0 0.0
23 Mewo MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
24 SNU-61 BRAF 29.8 1.0000000000000002 1.0000000000000002 0.9819800000000001 0.020225 0.0 0.0
25 KM12 BRAF 29.8 1.0 1.0 0.972928 0.019313 0.0 0.0
26 SK-MEL-2 Zero 29.8 1.0 1.0 0.9998 0.0012000000000000001 0.0 0.0
24 SNU-61 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
25 KM12 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
24 SNU-61 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
26 SK-MEL-2 BRAF 29.8 1.0 1.0 0.972928 0.019313 0.0 0.0
25 KM12 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
26 SK-MEL-2 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
24 SNU-61 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0004 0.429282 0.0 0.0
26 SK-MEL-2 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
25 KM12 MEK 29.9 1.0 1.0 0.0012 0.416775 0.0 0.0
27 SK-MEL-24 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
28 HT-144 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
26 SK-MEL-2 MEK 29.9 1.0 1.0 0.0012 0.416775 0.0 0.0
27 SK-MEL-24 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
28 HT-144 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
27 SK-MEL-24 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
29 LS-411N Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
28 HT-144 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
27 SK-MEL-24 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
29 LS-411N BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
28 HT-144 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
29 LS-411N PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
27 SK-MEL-24 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
29 LS-411N p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
28 HT-144 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
30 COLO-829 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
31 RKO Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
29 LS-411N MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
30 COLO-829 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
31 RKO BRAF 29.8 1.0 1.0 0.966217 0.034012 0.0 0.0
30 COLO-829 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
32 SNU-C5 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
31 RKO PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
30 COLO-829 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
32 SNU-C5 BRAF 29.8 0.9999989999999999 0.9999989999999999 0.9812529999999999 0.026152 0.0 0.0
31 RKO p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
32 SNU-C5 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
30 COLO-829 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
32 SNU-C5 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
31 RKO MEK 29.9 1.0 1.0 0.0002 0.41330199999999995 0.0002 0.0
33 SNU-81 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
34 C2BBe1 Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
32 SNU-C5 MEK 29.9 1.0 1.0 0.0002 0.41354 0.0 0.0
33 SNU-81 BRAF 29.8 1.0 1.0 0.955756 0.040737999999999996 0.0 0.0
35 COLO-800 Zero 29.8 1.0 1.0 1.0 0.0012 0.0 0.0
34 C2BBe1 BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
33 SNU-81 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
34 C2BBe1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
35 COLO-800 BRAF 29.8 0.9999999999999999 0.9999999999999999 0.9795149999999999 0.024106 0.0 0.0
33 SNU-81 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
35 COLO-800 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
34 C2BBe1 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
35 COLO-800 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
33 SNU-81 MEK 29.9 1.0 1.0 0.0 0.415701 0.0 0.0
34 C2BBe1 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
36 Hs-940-T Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
35 COLO-800 MEK 29.9 1.0 1.0 0.0006000000000000001 0.43401 0.0 0.0
37 CL-40 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
36 Hs-940-T BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
38 WM793B Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
37 CL-40 BRAF 29.8 1.0000000000000002 1.0000000000000002 0.9819800000000001 0.020225 0.0 0.0
36 Hs-940-T PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
37 CL-40 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
38 WM793B BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
36 Hs-940-T p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
37 CL-40 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
38 WM793B PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
38 WM793B p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
36 Hs-940-T MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
37 CL-40 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0004 0.429282 0.0 0.0
39 LOXIMVI Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
40 GAK Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
38 WM793B MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
39 LOXIMVI BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
41 SK-MEL-31 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
40 GAK BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
39 LOXIMVI PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
40 GAK PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
41 SK-MEL-31 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
39 LOXIMVI p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
41 SK-MEL-31 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
40 GAK p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
41 SK-MEL-31 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
39 LOXIMVI MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
40 GAK MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
42 SW1463 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
41 SK-MEL-31 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
43 LB2518-MEL Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
42 SW1463 BRAF 29.8 1.0000000000000002 1.0000000000000002 0.9819800000000001 0.020225 0.0 0.0
44 C32 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
42 SW1463 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
43 LB2518-MEL BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
44 C32 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
43 LB2518-MEL PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
42 SW1463 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
44 C32 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
43 LB2518-MEL p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
42 SW1463 MEK 29.9 0.9999999999999999 0.9999999999999999 0.0004 0.429282 0.0 0.0
44 C32 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
45 Hs-939-T Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
43 LB2518-MEL MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
44 C32 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
46 A375 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
45 Hs-939-T BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
47 SW948 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
45 Hs-939-T PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
46 A375 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
45 Hs-939-T p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
47 SW948 BRAF 29.8 0.999999 0.999999 0.959215 0.032172 0.0 0.0
46 A375 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
47 SW948 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
46 A375 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
45 Hs-939-T MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
47 SW948 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
48 COLO-783 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
46 A375 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
47 SW948 MEK 29.9 1.0 1.0 0.0 0.424333 0.0 0.0
49 IGR-37 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
48 COLO-783 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
50 MDST8 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
48 COLO-783 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
49 IGR-37 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
50 MDST8 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
48 COLO-783 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
49 IGR-37 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
50 MDST8 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
49 IGR-37 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
50 MDST8 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
48 COLO-783 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
51 CL-11 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
49 IGR-37 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
50 MDST8 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
52 HT-29 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
51 CL-11 BRAF 29.8 1.0 1.0 0.95939 0.039045 0.0 0.0
53 NCI-H508 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
51 CL-11 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
52 HT-29 BRAF 29.8 0.9999989999999999 0.9999989999999999 0.9812529999999999 0.026152 0.0 0.0
53 NCI-H508 BRAF 29.8 0.9999989999999999 0.9999989999999999 0.9812529999999999 0.026152 0.0 0.0
51 CL-11 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
52 HT-29 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
53 NCI-H508 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
52 HT-29 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
53 NCI-H508 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
51 CL-11 MEK 29.9 1.0 1.0 0.0004 0.423659 0.0 0.0
52 HT-29 MEK 29.9 1.0 1.0 0.0002 0.41354 0.0 0.0
54 RCM-1 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
53 NCI-H508 MEK 29.9 1.0 1.0 0.0002 0.41354 0.0 0.0
55 G-MEL Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
54 RCM-1 BRAF 29.8 1.0 1.0 0.95939 0.039045 0.0 0.0
56 LoVo Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
54 RCM-1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
55 G-MEL BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
56 LoVo BRAF 29.8 1.0 1.0 0.95939 0.039045 0.0 0.0
54 RCM-1 p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
55 G-MEL PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
56 LoVo PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
55 G-MEL p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
56 LoVo p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
54 RCM-1 MEK 29.9 1.0 1.0 0.0004 0.423659 0.0 0.0
57 SNU-C2B Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
55 G-MEL MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
56 LoVo MEK 29.9 1.0 1.0 0.0004 0.423659 0.0 0.0
58 COLO-205 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
57 SNU-C2B BRAF 29.8 0.999999 0.999999 0.982003 0.020966 0.0 0.0
59 CaR-1 Zero 29.8 1.0 1.0 0.9998 0.0012000000000000001 0.0 0.0
57 SNU-C2B PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
58 COLO-205 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
59 CaR-1 BRAF 29.8 1.0 1.0 0.972928 0.019313 0.0 0.0
57 SNU-C2B p53 29.8 1.0 1.0 1.0 0.0 0.0 0.0
58 COLO-205 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
59 CaR-1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
58 COLO-205 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
57 SNU-C2B MEK 29.9 1.0 1.0 0.0002 0.420258 0.0 0.0
59 CaR-1 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
60 COLO-679 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
58 COLO-205 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
59 CaR-1 MEK 29.9 1.0 1.0 0.0012 0.416775 0.0 0.0
60 COLO-679 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
61 CHL-1 Zero 29.8 1.0 1.0 0.9998 0.0012000000000000001 0.0 0.0
62 HT55 Zero 29.8 1.0 1.0 0.9995999999999999 0.0004 0.0 0.0
60 COLO-679 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
61 CHL-1 BRAF 29.8 1.0 1.0 0.972928 0.019313 0.0 0.0
60 COLO-679 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
62 HT55 BRAF 29.8 1.0 1.0 0.9621890000000001 0.034913 0.0 0.0
61 CHL-1 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
62 HT55 PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
61 CHL-1 p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
60 COLO-679 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
62 HT55 p53 29.8 1.0 1.0 0.9998 0.001 0.0 0.0
63 T84 Zero 29.8 1.0 1.0 1.0 0.0 0.0 0.0
61 CHL-1 MEK 29.9 1.0 1.0 0.0012 0.416775 0.0 0.0
62 HT55 MEK 29.9 1.0 1.0 0.0012 0.41554399999999997 0.0 0.0
63 T84 BRAF 29.8 0.999999 0.999999 0.959215 0.032172 0.0 0.0
