n_profile Patient_ID Drug_ID Time RAS SOS GRB2 SPRY PI3K GAB1 EGF EGFR HGF MET CRAF FGF
2 WM35 p53 49.0 0.0 0.0 0.0 1.000001 0.7615959999999999 0.316524 0.1746 0.0 0.49820100000000006 0.31718700000000005 0.000983 0.0
3 SK-MEL-3 Zero 49.0 0.0 0.0 0.037471000000000004 1.0 0.213724 0.4872 0.183 0.0 0.4868 0.4868 0.0 0.0
3 SK-MEL-3 BRAF 49.0 0.20971500000000007 0.20459600000000003 0.5483900000000003 0.14161700000000005 0.233313 0.546371 0.178798 0.051324 0.5105980000000001 0.5105980000000001 0.25722999999999996 0.0
3 SK-MEL-3 PI3K 49.0 0.0 0.0 0.039909 1.0 0.0 0.4932 0.1798 0.0 0.4932 0.4932 0.0 0.0
3 SK-MEL-3 p53 49.0 0.0 0.0 0.039901000000000006 1.0000000000000002 0.501921 0.5034 0.1834 0.0 0.5032 0.5032 0.0 0.0
4 HT-29 Zero 49.0 0.005736 0.0002 0.0 1.0000009999999997 1.0000009999999997 0.5987189999999997 0.5890009999999998 0.5341989999999998 0.49959999999999993 0.5048629999999998 0.0031380000000000006 0.0
4 HT-29 BRAF 49.0 0.8921309999999995 0.8044379999999997 0.7860259999999996 0.1659280000000001 0.9999969999999995 0.9116709999999997 0.5969969999999998 0.7895779999999998 0.4967989999999998 0.5004709999999997 0.17091900000000013 0.0
4 HT-29 PI3K 49.0 0.005991 0.0002 0.0 0.999997 0.0 0.5875460000000001 0.595798 0.5202720000000001 0.49279899999999993 0.49600599999999995 0.0030330000000000005 0.0
4 HT-29 p53 49.0 0.009416 0.0 0.0 1.0000010000000001 1.0000010000000001 0.594076 0.5834000000000001 0.53563 0.496 0.49960000000000004 0.004832 0.0
5 CL-11 Zero 49.0 0.999999 0.0 0.0 0.999999 0.2588 0.49183699999999997 0.5285990000000002 0.6110649999999999 0.502999 0.502999 0.999999 0.1924
5 CL-11 BRAF 49.0 0.9999999999999997 0.0 0.0 0.9999999999999997 0.2562 0.49821 0.5 0.6169659999999999 0.5061999999999999 0.5061999999999999 0.9999999999999997 0.19600000000000004
5 CL-11 PI3K 49.0 0.9999999999999998 0.0 0.0 0.9999999999999998 0.0 0.495712 0.5008 0.611281 0.5065999999999999 0.5065999999999999 0.9999999999999998 0.194
5 CL-11 p53 49.0 0.9999989999999999 0.0 0.0 0.9999989999999999 0.497092 0.49819899999999995 0.512199 0.616931 0.508199 0.508199 0.9999989999999999 0.19060000000000002
6 UACC-257 Zero 49.0 0.0002 0.0 0.001 0.9999999999999999 0.31105499999999997 0.49760000000000004 0.1892 0.0 0.49760000000000004 0.49760000000000004 0.0 0.0398
6 UACC-257 BRAF 49.0 0.604859 0.5833479999999999 0.7380370000000002 0.14575899999999994 0.32149699999999987 0.5090610000000001 0.18020000000000003 0.013399000000000001 0.502802 0.502802 0.10281299999999997 0.042799
6 UACC-257 PI3K 49.0 0.0 0.0 0.0002 1.0000000000000002 0.0 0.5056 0.1734 0.0 0.5056 0.5056 0.0 0.0414
6 UACC-257 p53 49.0 0.0 0.0 0.000779 0.9999989999999999 0.559761 0.495799 0.18559900000000001 0.0 0.495799 0.495799 0.0 0.0388
7 HCT-116 Zero 49.0 1.0000019999999994 0.3068159999999999 0.5294839999999998 0.6913269999999997 1.0000019999999994 0.5263979999999999 0.6506000000000002 0.6134659999999997 0.5054019999999999 0.5212649999999998 0.9931029999999995 0.12420000000000003
7 HCT-116 BRAF 49.0 0.9999949999999997 0.36334199999999983 0.5932219999999996 0.6337279999999998 0.9999949999999997 0.5272499999999999 0.6619959999999998 0.6356889999999997 0.502597 0.5205049999999998 0.9916379999999997 0.13799800000000004
7 HCT-116 PI3K 49.0 0.9999989999999995 0.2647909999999999 0.49548699999999973 0.7292049999999995 0.0 0.5161169999999998 0.6601990000000001 0.6026789999999997 0.5002 0.5151639999999998 0.9911949999999997 0.12520000000000006
8 SW1463 Zero 49.0 1.0000000000000002 0.022236000000000002 0.012189 0.9862 0.52949 0.4983419999999999 0.47 0.012213999999999997 0.49339999999999995 0.49339999999999995 0.9894000000000001 0.0
7 HCT-116 p53 49.0 0.9999989999999991 0.298911 0.5242419999999993 0.6976669999999994 0.9999989999999991 0.5313489999999994 0.6458019999999995 0.5962589999999997 0.508798 0.5238479999999998 0.9913519999999995 0.1360010000000001
8 SW1463 BRAF 49.0 0.9999990000000001 0.024601999999999995 0.011786 0.9842150000000001 0.529467 0.49659999999999993 0.47520000000000007 0.013694000000000001 0.4891999999999999 0.4891999999999999 0.991627 0.0
8 SW1463 PI3K 49.0 0.9999999999999999 0.008154999999999999 0.004399999999999999 0.9946889999999998 0.0 0.4961999999999999 0.47440000000000004 0.006318000000000001 0.49199999999999994 0.49199999999999994 0.9898609999999998 0.0
8 SW1463 p53 49.0 0.9999979999999999 0.023732 0.013661000000000001 0.984499 0.546037 0.5146000000000001 0.468199 0.013397999999999998 0.5058 0.5058 0.989317 0.0
9 SW837 Zero 49.0 1.0000069999999999 0.6973639999999997 0.6020940000000001 0.2954289999999998 0.9153039999999998 0.6852690000000004 0.41280399999999984 0.6631619999999997 0.503803 0.5070029999999999 0.5145149999999997 0.21040100000000006
9 SW837 BRAF 49.0 1.0000009999999997 0.7891779999999999 0.6965389999999999 0.20784800000000017 0.9435229999999997 0.7288679999999997 0.3981999999999998 0.6931439999999998 0.5025999999999999 0.5065109999999999 0.5103589999999995 0.20040000000000002
9 SW837 PI3K 49.0 1.0000039999999994 0.63994 0.523887 0.39182099999999964 0.0 0.6233529999999996 0.39800199999999974 0.6430049999999999 0.512403 0.517933 0.49931499999999973 0.20060099999999997
10 COLO-800 Zero 49.0 0.0 0.0 0.0 0.9999999999999998 0.8142649999999998 0.49091 0.2826000000000001 0.0 0.5115999999999999 0.492369 0.0 0.0456
9 SW837 p53 49.0 1.000000999999999 0.7071179999999995 0.6141709999999996 0.2900799999999998 0.910778999999999 0.6820639999999993 0.4002029999999997 0.6708939999999997 0.5062009999999999 0.5107959999999997 0.5135389999999997 0.1965990000000002
10 COLO-800 BRAF 49.0 0.15066400000000005 0.140998 0.5634299999999998 0.20382500000000014 0.8045869999999997 0.49018000000000006 0.280002 0.018342 0.5034049999999998 0.4839779999999999 0.055664999999999985 0.04440099999999999
10 COLO-800 PI3K 49.0 0.0 0.0 0.0 1.0 0.0 0.47900400000000004 0.28739999999999993 0.0 0.49920000000000003 0.48043 0.0 0.039
10 COLO-800 p53 49.0 0.0 0.0 0.0 0.9999999999999997 0.795074 0.486273 0.2871999999999999 0.0 0.5039999999999999 0.487489 0.0 0.043399999999999994
11 IPC-298 Zero 49.0 0.9999999999999999 0.0 0.0 0.9999999999999999 0.552066 0.5021999999999999 0.0756 0.0 0.5021999999999999 0.5021999999999999 0.9999999999999999 0.118
11 IPC-298 BRAF 49.0 1.0 0.0 0.0 1.0 0.5479060000000001 0.4984000000000001 0.0762 0.0 0.4984000000000001 0.4984000000000001 1.0 0.117
11 IPC-298 PI3K 49.0 1.0 0.0 0.0 1.0 0.0 0.5144 0.0816 0.0 0.5142 0.5142 1.0 0.1176
11 IPC-298 p53 49.0 1.0000000000000002 0.0 0.0 1.0000000000000002 0.809624 0.49799999999999994 0.07519999999999999 0.0 0.49779999999999996 0.49779999999999996 1.0000000000000002 0.1182
12 HT55 Zero 49.0 0.208097 0.19269399999999995 0.0 0.9999999999999992 0.453898 0.5095599999999997 0.3646009999999999 0.23574100000000006 0.4928010000000001 0.4928010000000001 0.418739 0.25319899999999995
12 HT55 BRAF 49.0 0.5495989999999995 0.5282529999999996 0.08868600000000001 0.8145999999999997 0.539221 0.5849429999999995 0.36339899999999986 0.3314839999999998 0.4979989999999997 0.4979989999999997 0.8446029999999998 0.24980000000000008
12 HT55 PI3K 49.0 0.20018400000000006 0.185648 0.0 0.9999989999999996 0.0 0.5244909999999998 0.37199999999999994 0.24467300000000006 0.507002 0.507002 0.40803999999999996 0.25199999999999984
12 HT55 p53 49.0 0.20568000000000006 0.18920000000000003 0.0 1.0000019999999996 0.6374199999999999 0.509481 0.3716010000000001 0.23387300000000008 0.49499999999999983 0.49499999999999983 0.4106050000000001 0.24100100000000008
13 SW1116 Zero 49.0 1.0000039999999992 0.4889479999999999 0.43541999999999986 0.5301799999999992 0.5106879999999991 0.7166009999999992 0.6940019999999993 0.7331899999999998 0.4919999999999998 0.49835399999999974 0.7606080000000002 0.20320200000000013
13 SW1116 BRAF 49.0 1.0000069999999996 0.5905259999999998 0.5371050000000002 0.42695299999999964 0.5199389999999997 0.7709379999999995 0.6946060000000001 0.7665550000000003 0.511002 0.5169559999999996 0.7617459999999996 0.2078010000000001
13 SW1116 PI3K 49.0 0.9999989999999994 0.3992779999999998 0.34804299999999977 0.6172319999999997 0.0 0.6857659999999995 0.686002 0.703695 0.49220299999999995 0.4976239999999998 0.7622689999999998 0.19980099999999998
14 HT-115 Zero 49.0 0.22921800000000012 0.2140950000000001 0.18407300000000007 0.7379119999999992 0.9999969999999987 0.5484759999999999 0.6135969999999993 0.5690909999999998 0.5032000000000001 0.5046 0.8664769999999992 0.054799
13 SW1116 p53 49.0 0.9999989999999993 0.4997869999999997 0.4540539999999999 0.5087529999999998 0.9093089999999995 0.7365479999999993 0.6980019999999998 0.7263989999999996 0.5128009999999997 0.5194939999999995 0.7719959999999995 0.1994010000000001
14 HT-115 BRAF 49.0 0.20563300000000007 0.19411700000000004 0.1676060000000001 0.750863 1.0000009999999995 0.5374049999999998 0.5992009999999998 0.5501419999999998 0.4983999999999998 0.5000009999999998 0.8743779999999999 0.051401
14 HT-115 PI3K 49.0 0.22120300000000004 0.20561999999999997 0.17618999999999999 0.739672 0.0 0.5319689999999999 0.6013980000000001 0.5564440000000002 0.4925999999999999 0.4938009999999998 0.851198 0.060599
15 WT Zero 49.0 0.38319399999999976 0.37778699999999993 0.44783399999999984 0.4755169999999997 0.3599310000000001 0.5403959999999999 0.49139099999999963 0.138917 0.49599799999999983 0.49599799999999983 0.3882299999999998 0.49779499999999993
14 HT-115 p53 49.0 0.21869700000000003 0.20598000000000002 0.18092400000000006 0.7388029999999995 0.9999999999999989 0.5646569999999994 0.6140009999999999 0.5540689999999996 0.5193989999999995 0.5208829999999994 0.8592989999999994 0.0582
15 WT BRAF 49.0 0.4219350000000001 0.4266480000000001 0.49525600000000003 0.4275809999999998 0.3788360000000002 0.566124 0.5008020000000001 0.158676 0.5121979999999999 0.5121979999999999 0.42500599999999994 0.491797
16 WM1552C Zero 49.0 0.1558950000000001 0.14371500000000004 0.0006000000000000001 0.9990030000000002 0.8208539999999996 0.48383999999999994 0.2798 0.606505 0.494401 0.494401 0.09299299999999999 0.21480000000000007
16 WM1552C BRAF 49.0 0.8882060000000004 0.8782540000000003 0.6454519999999999 0.261648 0.9825510000000001 0.6827340000000002 0.2776009999999998 0.7020089999999999 0.5031999999999998 0.5031999999999998 0.3283819999999997 0.21100100000000002
15 WT PI3K 49.0 0.355094 0.3528410000000001 0.42480200000000007 0.5038290000000003 0.0 0.5347740000000001 0.5019950000000002 0.13294300000000006 0.49940000000000007 0.49940000000000007 0.35645200000000016 0.5021970000000002
16 WM1552C PI3K 49.0 0.14320600000000006 0.13428300000000004 0.000895 0.9986000000000002 0.0 0.488502 0.27940099999999995 0.6006979999999998 0.5004000000000001 0.5004000000000001 0.08189199999999999 0.21760100000000004
16 WM1552C p53 49.0 0.151223 0.14102099999999998 0.0013270000000000003 0.9987249999999993 0.8257139999999995 0.48879199999999995 0.28180000000000005 0.6192309999999994 0.5017999999999999 0.5017999999999999 0.09234200000000004 0.21280100000000007
17 SK-MEL-28 Zero 49.0 0.0 0.0 0.0 1.0 0.8061240000000001 0.5056 0.3306 0.0 0.5056 0.5056 0.0 0.046
15 WT p53 49.0 0.4246789999999998 0.4263389999999999 0.5008239999999998 0.43239599999999995 0.7316979999999997 0.5451869999999998 0.501794 0.15079299999999998 0.49500200000000005 0.49500200000000005 0.41527699999999995 0.4951999999999999
17 SK-MEL-28 BRAF 49.0 0.18936400000000003 0.14400100000000002 0.363375 0.2849589999999999 0.8119350000000003 0.503848 0.32640199999999986 0.013364 0.49839999999999995 0.49839999999999995 0.14195000000000002 0.04380199999999999
17 SK-MEL-28 PI3K 49.0 0.0 0.0 0.0 1.0 0.0 0.49479999999999996 0.3394 0.0 0.49479999999999996 0.49479999999999996 0.0 0.0442
17 SK-MEL-28 p53 49.0 0.0 0.0 0.0 1.0 0.801677 0.5052 0.3444 0.0 0.5052 0.5052 0.0 0.0462
18 COLO-205 Zero 49.0 0.0 0.0 0.339786 1.000002 0.16104300000000005 0.47409399999999985 0.5952000000000001 0.046265999999999995 0.48520199999999974 0.48520199999999974 0.0 0.2222010000000001
18 COLO-205 BRAF 49.0 0.7749970000000006 0.8497270000000003 0.9108130000000003 0.029571000000000004 0.2784419999999998 0.7251240000000002 0.6095970000000004 0.6148609999999999 0.4973969999999998 0.4973969999999998 0.10421300000000001 0.21519900000000014
18 COLO-205 PI3K 49.0 0.0 0.0 0.34948100000000015 1.0000010000000001 0.0 0.48618100000000003 0.6090010000000002 0.053876 0.49420000000000003 0.49420000000000003 0.0 0.21279999999999996
18 COLO-205 p53 49.0 0.00013 0.000104 0.3542850000000001 0.9999999999999994 0.5125089999999998 0.4962 0.6119999999999999 0.04678199999999999 0.5047999999999999 0.5047999999999999 0.000144 0.22420000000000007
19 RCM-1 Zero 49.0 0.9999969999999989 0.08807400000000006 0.09041000000000006 0.8811489999999994 0.3336629999999998 0.5085019999999996 0.6041989999999995 0.3243659999999997 0.4913959999999998 0.4913959999999998 0.9102409999999995 0.0934000000000001
19 RCM-1 BRAF 49.0 1.000000999999999 0.18781099999999992 0.185941 0.7679439999999997 0.37354599999999977 0.5562629999999995 0.6039999999999996 0.3977489999999996 0.49880099999999983 0.49880099999999983 0.9096169999999992 0.09740000000000003
19 RCM-1 PI3K 49.0 0.9999979999999997 0.024165999999999986 0.023805999999999987 0.9664609999999999 0.0 0.4958659999999999 0.5969989999999997 0.27888500000000005 0.49499799999999994 0.49499799999999994 0.9147090000000001 0.09720000000000004
20 COLO-679 Zero 49.0 0.0 0.0 0.006770999999999999 0.9999989999999996 0.43398500000000007 0.46139100000000005 0.37839999999999996 0.0 0.48939900000000003 0.48596900000000004 0.0 0.0
19 RCM-1 p53 49.0 0.9999979999999996 0.10884499999999998 0.11027499999999998 0.8599869999999997 0.5454519999999998 0.5158349999999997 0.6047999999999999 0.35151899999999975 0.4961989999999999 0.4961989999999999 0.9122879999999997 0.09939900000000004
20 COLO-679 BRAF 49.0 0.07481300000000002 0.084351 0.7154480000000003 0.28624499999999986 0.44405100000000003 0.47465 0.357 0.017250999999999996 0.501403 0.498568 0.07488000000000004 0.0
20 COLO-679 PI3K 49.0 0.0 0.0 0.008553 1.0 0.0 0.476176 0.3694 0.0 0.5084 0.5062 0.0 0.0
20 COLO-679 p53 49.0 0.0 0.0 0.009058 0.9999999999999999 0.7962889999999998 0.474354 0.37399999999999994 0.0 0.5097999999999999 0.5065339999999998 0.0 0.0
21 SK-MEL-31 Zero 49.0 0.0 0.0 0.0 0.9999989999999997 0.7289159999999998 0.473651 0.46480000000000005 0.0 0.491999 0.473771 0.0 0.303999
21 SK-MEL-31 BRAF 49.0 0.31561699999999965 0.25241199999999997 0.4824639999999999 0.3391949999999997 0.7502639999999995 0.514713 0.45859899999999987 0.027709999999999995 0.5206029999999994 0.5013149999999997 0.17358300000000015 0.30900199999999983
21 SK-MEL-31 PI3K 49.0 0.0 0.0 0.0 1.000001 0.0 0.486606 0.46380000000000005 0.0 0.5058010000000001 0.486645 0.0 0.3038
22 M14 Zero 49.0 0.0 0.0 0.0 0.9999990000000002 0.866442 0.232456 0.07359900000000001 0.0 0.49799899999999997 0.233163 0.0 0.03679999999999999
21 SK-MEL-31 p53 49.0 0.0 0.0 0.0 0.9999999999999997 0.7938089999999998 0.48335700000000004 0.4714000000000001 0.0 0.5018 0.48363000000000006 0.0 0.2950000000000001
22 M14 BRAF 49.5 0.16435200000000003 0.14456800000000003 0.18415200000000004 0.8076309999999993 0.9807199999999994 0.22294500000000006 0.07640299999999997 0.0 0.4934069999999999 0.22373700000000005 0.17008000000000004 0.041400999999999986
22 M14 PI3K 49.0 0.0 0.0 0.0 1.0 0.0 0.230987 0.07680000000000001 0.0 0.5022000000000001 0.23149400000000003 0.0 0.0438
22 M14 p53 49.0 0.0 0.0 0.0 1.000001 0.867511 0.23524699999999998 0.07460000000000001 0.0 0.5134009999999999 0.23577099999999998 0.0 0.0414
23 LB2518-MEL Zero 49.0 0.9999999999999999 0.0046429999999999996 0.0 0.9999999999999999 0.48310299999999995 0.5567449999999999 0.20280000000000004 0.0 0.502799 0.502799 0.9999999999999999 0.039200000000000006
23 LB2518-MEL BRAF 49.0 0.9999999999999997 0.006153 0.0 0.9999999999999997 0.48937100000000006 0.5568489999999997 0.20220000000000005 0.0 0.5024 0.5024 0.9999999999999997 0.0434
23 LB2518-MEL PI3K 49.0 0.9999999999999999 0.006215 0.0 0.9999999999999999 0.0 0.551272 0.20279999999999998 0.0 0.4974 0.4974 0.9999999999999999 0.041999999999999996
23 LB2518-MEL p53 49.0 0.9999989999999999 0.004643999999999999 0.0 0.9999989999999999 0.92006 0.564182 0.19900000000000004 0.0 0.5119999999999999 0.5119999999999999 0.9999989999999999 0.0402
24 CL-34 Zero 49.0 0.0 0.0 0.0 1.0 0.296528 0.5085999999999999 0.6452 0.385584 0.5085999999999999 0.5085999999999999 0.0 0.0
24 CL-34 BRAF 49.0 0.5247650000000003 0.6133509999999996 0.5451950000000001 0.28477800000000003 0.38462400000000013 0.7011309999999998 0.6448019999999998 0.7608149999999999 0.5080020000000003 0.5080020000000003 0.2978740000000002 0.0
24 CL-34 PI3K 49.0 0.0 0.0 0.0 0.9999999999999999 0.0 0.5115999999999999 0.6368 0.399607 0.5115999999999999 0.5115999999999999 0.0 0.0
24 CL-34 p53 49.0 0.0 0.0 0.0 1.0000000000000002 0.483928 0.4864 0.638 0.390667 0.4864 0.4864 0.0 0.0
25 WM-115 Zero 49.0 0.0 0.0 0.0 0.9999989999999999 0.4404139999999999 0.26801 0.23660000000000003 0.0 0.49199899999999996 0.268552 0.004018000000000001 0.21279999999999996
25 WM-115 BRAF 49.0 0.23399 0.21303299999999994 0.24103200000000002 0.5800309999999995 0.44806599999999946 0.2908150000000001 0.254599 0.006053 0.5061999999999994 0.2862060000000001 0.4494819999999997 0.19240100000000013
25 WM-115 PI3K 49.0 0.0 0.0 0.0 1.0000010000000001 0.0 0.269831 0.24900000000000003 0.0 0.5028009999999999 0.270389 0.0028000000000000004 0.21000100000000002
26 SNU-C5 Zero 49.0 0.154861 0.14545700000000003 0.08754 0.903867 0.9999949999999999 0.6464909999999997 0.721996 0.6029069999999997 0.499598 0.5878149999999998 0.15597300000000003 0.18420000000000003
25 WM-115 p53 49.0 0.0 0.0 0.0 1.0 0.7234590000000001 0.27176999999999996 0.23560000000000006 0.0 0.4993999999999999 0.2722359999999999 0.0026000000000000003 0.20660000000000006
26 SNU-C5 BRAF 49.0 0.5795149999999998 0.5709319999999997 0.42298800000000014 0.467754 0.9999960000000003 0.7265449999999997 0.7185999999999996 0.7495359999999998 0.49499800000000005 0.5799839999999996 0.49641599999999975 0.18820000000000006
26 SNU-C5 PI3K 49.0 0.15488699999999997 0.145307 0.08224999999999999 0.9057400000000003 0.0 0.650337 0.7318 0.6147530000000002 0.490798 0.5880090000000001 0.155735 0.18140000000000003
27 RVH-421 Zero 49.0 0.0 0.0 0.0 0.9999979999999998 0.3700190000000001 0.6117339999999999 0.19099900000000003 0.0 0.5032 0.5120459999999999 8e-06 0.0748
26 SNU-C5 p53 49.0 0.1573610000000001 0.14832500000000004 0.08448400000000003 0.906018 1.0000009999999997 0.6544979999999998 0.7114019999999999 0.6059939999999999 0.505801 0.5978949999999996 0.15853000000000012 0.1852000000000001
27 RVH-421 BRAF 49.5 0.42427499999999974 0.5099799999999994 0.3970909999999998 0.5169509999999997 0.41539999999999994 0.6079499999999992 0.18500000000000016 0.0 0.499597 0.5097969999999997 0.17011000000000023 0.08279800000000002
27 RVH-421 PI3K 49.0 0.0 0.0 0.0 1.000001 0.0 0.612673 0.188801 0.0 0.5042 0.516093 0.0 0.07940000000000001
27 RVH-421 p53 49.0 0.0 0.0 0.0 0.9999999999999998 0.8750419999999999 0.610252 0.18739999999999998 0.0 0.4988 0.5084979999999999 0.0 0.08080000000000001
28 451Lu Zero 49.0 0.0 0.0 0.0 1.0 0.478229 0.48123 0.16240000000000002 0.0 0.49820000000000003 0.48234899999999997 0.0 0.04
28 451Lu BRAF 49.5 0.059084 0.30331699999999995 0.4458309999999998 0.146508 0.6056219999999992 0.49315099999999973 0.15900100000000003 0.023952999999999995 0.49799699999999975 0.4820439999999998 0.030253 0.039599
28 451Lu PI3K 49.0 0.0 0.0 0.0 1.0 0.0 0.4898 0.1554 0.0 0.509 0.490863 0.0 0.0422
28 451Lu p53 49.0 0.0 0.0 0.0 0.9999990000000001 0.47886500000000004 0.48043900000000006 0.15860000000000002 0.0 0.49739900000000004 0.48157400000000006 0.0 0.038200000000000005
29 COLO-829 Zero 49.0 0.0 0.0 0.0 1.0000000000000002 0.526606 0.4977999999999999 0.49039999999999995 0.0 0.496 0.4962 0.0 0.033
29 COLO-829 BRAF 49.0 0.44114699999999996 0.4765219999999999 0.579261 0.18501499999999996 0.555301 0.5399750000000001 0.48679699999999987 0.060628 0.5097970000000001 0.510197 0.033375 0.042199
29 COLO-829 PI3K 49.0 0.0 0.0 0.0 0.9999999999999998 0.0 0.5035999999999999 0.4806 0.0 0.503 0.503 0.0 0.0354
29 COLO-829 p53 49.0 0.0 0.0 0.0 0.9999999999999998 0.7370779999999999 0.5007999999999999 0.4888 0.0 0.5002 0.5004 0.0 0.037399999999999996
30 A101D Zero 49.0 0.0 0.0 0.0 0.999999 0.5321340000000001 0.503138 0.4582 0.0 0.5163989999999999 0.5163989999999999 0.0 0.06559999999999999
30 A101D BRAF 49.0 0.307061 0.32239 0.48423899999999975 0.47288299999999983 0.5395419999999996 0.501758 0.4696009999999998 0.10856200000000003 0.5012059999999998 0.5012059999999998 0.24272800000000005 0.06740300000000003
30 A101D PI3K 49.0 0.0 0.0 0.0 0.9999999999999999 0.0 0.47900000000000004 0.4648 0.0 0.49379999999999996 0.49379999999999996 0.0 0.0682
31 A375 Zero 49.0 0.0 0.0 0.0 0.9999999999999998 0.24423200000000006 0.488126 0.25099999999999995 0.0 0.5022 0.5022 0.144333 0.09
30 A101D p53 49.0 0.0 0.0 0.0 1.0 0.8166929999999999 0.48648500000000006 0.4662 0.0 0.5007999999999999 0.5007999999999999 0.0 0.060200000000000004
31 A375 BRAF 49.0 0.08858 0.073593 0.10365100000000009 0.6363719999999995 0.256484 0.4924279999999999 0.2458010000000001 0.020907 0.502199 0.502199 0.44854599999999983 0.07220000000000007
31 A375 PI3K 49.0 0.0 0.0 0.0 1.0 0.0 0.47636000000000006 0.2516 0.0 0.49099999999999994 0.49099999999999994 0.151806 0.07440000000000001
31 A375 p53 49.0 0.0 0.0 0.0 0.999999 0.49251399999999995 0.486413 0.248 0.0 0.49959999999999993 0.49959999999999993 0.156461 0.07980000000000002
32 NCI-H508 Zero 49.0 0.12739100000000003 0.12720300000000007 0.15023600000000012 0.8627299999999996 0.9999989999999996 0.5628359999999998 0.5828000000000001 0.5277339999999999 0.5021999999999999 0.5021999999999999 0.043906 0.0
32 NCI-H508 BRAF 49.0 0.8346359999999998 0.8671679999999999 0.8763049999999998 0.013993000000000004 0.9999999999999994 0.8765279999999996 0.5970019999999998 0.7469939999999996 0.5002 0.5002 0.18554500000000002 0.0
32 NCI-H508 PI3K 49.0 0.12515 0.12416600000000001 0.15016 0.8640980000000001 0.0 0.5666580000000001 0.5931980000000001 0.524166 0.5037969999999999 0.5037969999999999 0.04780899999999999 0.0
32 NCI-H508 p53 49.0 0.13427100000000003 0.13374800000000003 0.16013800000000003 0.8530169999999997 1.0000029999999998 0.5716669999999999 0.6004019999999999 0.5080999999999999 0.5042009999999999 0.5042009999999999 0.049041 0.0
33 CL-40 Zero 49.0 1.0000019999999998 0.06364399999999999 0.06449399999999998 0.931855 0.52004 0.5222199999999999 0.8001999999999999 0.35869899999999993 0.490801 0.490801 0.904809 0.09520000000000003
33 CL-40 BRAF 49.0 1.0000000000000004 0.09211699999999999 0.093318 0.9004840000000001 0.5634020000000002 0.5642530000000001 0.7901980000000001 0.4076109999999999 0.513799 0.513799 0.9121980000000002 0.0862
33 CL-40 PI3K 49.0 0.9999999999999999 0.017753000000000005 0.017629000000000006 0.982102 0.0 0.5093089999999998 0.7899999999999999 0.33199900000000004 0.4976 0.4976 0.911905 0.09040000000000002
33 CL-40 p53 49.0 1.0000009999999995 0.060148999999999994 0.061366 0.9361579999999998 0.5302199999999996 0.5315319999999994 0.8018009999999999 0.35233999999999993 0.5012009999999999 0.5014009999999999 0.9122699999999996 0.08620000000000003
34 SNU-C1 Zero 49.0 0.009188 0.0073479999999999995 0.0020000000000000005 0.9999989999999997 0.30705299999999985 0.5654389999999998 0.5881989999999999 0.5961569999999999 0.5057989999999999 0.5057989999999999 0.009277 0.0
34 SNU-C1 BRAF 49.0 0.008263999999999999 0.006672999999999999 0.0019170000000000005 1.0000009999999997 0.30478399999999994 0.5618889999999997 0.5921999999999997 0.601875 0.5020009999999998 0.5020009999999998 0.008369 0.0
