n_profile Patient_ID Drug_ID Time Proliferation_b1 Proliferation_b2
8 MDST8 p53 49.0 1.0 0.4952
9 CL-34 PI3K 49.0 0.5064 0.0
10 COLO-679 Zero 49.0 0.4968 0.245
9 CL-34 p53 49.0 1.0 0.511
10 COLO-679 BRAF 49.0 0.21979300000000002 0.132386
11 HT-115 Zero 49.0 0.48505200000000004 0.356082
10 COLO-679 PI3K 49.0 0.4924 0.0
10 COLO-679 p53 49.0 1.0 0.5006
11 HT-115 BRAF 49.0 0.495996 0.365395
12 LOXIMVI Zero 49.0 0.4966 0.2516
11 HT-115 PI3K 49.0 0.128916 0.0
12 LOXIMVI BRAF 49.0 0.22513 0.135558
12 LOXIMVI PI3K 49.0 0.5022 0.0
11 HT-115 p53 49.0 0.48870500000000006 0.353017
12 LOXIMVI p53 49.0 1.0 0.489
14 SW948 Zero 49.0 1.0 1.0
13 SNU-C1 Zero 49.0 0.2462 0.2462
14 SW948 BRAF 49.0 1.0 1.0
13 SNU-C1 BRAF 49.0 0.261 0.261
14 SW948 PI3K 49.0 0.5026 0.0
13 SNU-C1 PI3K 49.0 0.0 0.0
14 SW948 p53 49.0 1.0 1.0
13 SNU-C1 p53 49.0 0.5086 0.5086
16 HCT-116 Zero 49.0 1.0 1.0
15 UACC-62 Zero 49.0 0.4986 0.2484
16 HCT-116 BRAF 49.0 1.0 1.0
16 HCT-116 PI3K 49.0 0.4962 0.0
15 UACC-62 BRAF 49.0 0.219065 0.128292
16 HCT-116 p53 49.0 1.0 1.0
15 UACC-62 PI3K 49.0 0.5006 0.0
17 SW48 Zero 49.0 1.0 1.0
15 UACC-62 p53 49.0 1.0 0.498
17 SW48 BRAF 49.0 1.0 1.0
18 CL-11 Zero 49.0 0.5094000000000001 0.2474
17 SW48 PI3K 49.0 0.0 0.0
17 SW48 p53 49.0 1.0 1.0
18 CL-11 BRAF 49.0 0.2592 0.2592
18 CL-11 PI3K 49.0 0.4996 0.0
19 HMV-II Zero 49.0 0.5002 0.251
18 CL-11 p53 49.0 1.0 0.5034
19 HMV-II BRAF 49.0 0.2494 0.2494
19 HMV-II PI3K 49.0 0.494 0.0
20 LS-513 Zero 49.0 0.49720000000000003 0.2434
19 HMV-II p53 49.0 1.0 0.5086
20 LS-513 BRAF 49.0 0.2514 0.2514
20 LS-513 PI3K 49.0 0.496 0.0
21 NCI-H508 Zero 49.0 1.0 1.0
20 LS-513 p53 49.0 1.0 0.5022
21 NCI-H508 BRAF 49.0 0.49250400000000005 0.358949
21 NCI-H508 PI3K 49.0 1.0 0.0
22 Mewo Zero 49.0 0.227157 0.127472
21 NCI-H508 p53 49.0 1.0 1.0
23 WM1552C Zero 49.0 1.0 0.4932
22 Mewo BRAF 49.0 0.215368 0.123884
23 WM1552C BRAF 49.0 0.453443 0.274217
22 Mewo PI3K 49.0 0.137407 0.0
23 WM1552C PI3K 49.0 1.0 0.0
23 WM1552C p53 49.0 1.0 0.4992
22 Mewo p53 49.0 0.46077899999999994 0.264489
24 SW626 Zero 49.0 0.4982 0.252
24 SW626 BRAF 49.0 0.257 0.257
25 CL-40 Zero 49.0 1.0 0.5044
24 SW626 PI3K 49.0 0.507 0.0
25 CL-40 BRAF 49.0 0.4932 0.4932
25 CL-40 PI3K 49.0 1.0 0.0
24 SW626 p53 49.0 1.0 0.5048
25 CL-40 p53 49.0 1.0 0.5054
26 IGR-37 Zero 49.0 0.5146 0.2564
27 MZ7-mel Zero 49.0 0.5014000000000001 0.257
26 IGR-37 BRAF 49.0 0.237475 0.141892
27 MZ7-mel BRAF 49.0 0.215746 0.128571
26 IGR-37 PI3K 49.0 0.5014 0.0
27 MZ7-mel PI3K 49.0 0.4964 0.0
26 IGR-37 p53 49.0 1.0 0.5082
27 MZ7-mel p53 49.0 1.0 0.4952
28 HT55 Zero 49.0 0.4952 0.2556
29 SK-MEL-5 Zero 49.0 0.491 0.2436
28 HT55 BRAF 49.0 0.22549000000000002 0.132165
29 SK-MEL-5 BRAF 49.0 0.228801 0.146099
28 HT55 PI3K 49.0 0.4892 0.0
29 SK-MEL-5 PI3K 49.0 0.4948 0.0
28 HT55 p53 49.0 1.0 0.5022
29 SK-MEL-5 p53 49.0 1.0 0.509
30 M14 Zero 49.0 1.0 0.5058
31 A101D Zero 49.0 0.4998 0.251
30 M14 BRAF 49.0 0.461223 0.27293
31 A101D BRAF 49.0 0.227492 0.140044
30 M14 PI3K 49.0 1.0 0.0
31 A101D PI3K 49.0 0.4978 0.0
30 M14 p53 49.0 1.0 0.4918
31 A101D p53 49.0 1.0 0.5126
32 A2058 Zero 49.0 1.0 0.5074
33 SK-MEL-3 Zero 49.0 0.498 0.2534
32 A2058 BRAF 49.0 0.5022 0.5022
32 A2058 PI3K 49.0 1.0 0.0
33 SK-MEL-3 BRAF 49.0 0.218401 0.13386
32 A2058 p53 49.0 1.0 0.5026
33 SK-MEL-3 PI3K 49.0 0.496 0.0
34 NCI-H747 Zero 49.0 1.0 0.4998
33 SK-MEL-3 p53 49.0 1.0 0.4944
34 NCI-H747 BRAF 49.0 0.495 0.495
35 SNU-407 Zero 49.0 1.0 1.0
34 NCI-H747 PI3K 49.0 1.0 0.0
35 SNU-407 BRAF 49.0 1.0 1.0
34 NCI-H747 p53 49.0 1.0 0.5012
35 SNU-407 PI3K 49.0 0.5056 0.0
36 SK-MEL-24 Zero 49.0 0.49720000000000003 0.2558
35 SNU-407 p53 49.0 1.0 1.0
36 SK-MEL-24 BRAF 49.0 0.236371 0.145186
37 CaR-1 Zero 49.0 0.46226599999999995 0.263895
36 SK-MEL-24 PI3K 49.0 0.508 0.0
36 SK-MEL-24 p53 49.0 1.0 0.493
37 CaR-1 BRAF 49.0 0.441182 0.271635
38 A375 Zero 49.0 0.51 0.2602
37 CaR-1 PI3K 49.0 0.277514 0.0
38 A375 BRAF 49.0 0.237197 0.143016
38 A375 PI3K 49.0 0.507 0.0
38 A375 p53 49.0 1.0 0.5144
37 CaR-1 p53 49.0 0.46852499999999997 0.276672
39 HT-144 Zero 49.0 0.4974 0.253
40 LoVo Zero 49.0 0.5 0.241
40 LoVo BRAF 49.0 0.2586 0.2586
40 LoVo PI3K 49.0 0.5048 0.0
39 HT-144 BRAF 49.0 0.21446700000000002 0.127944
40 LoVo p53 49.0 1.0 0.5058
39 HT-144 PI3K 49.0 0.5044 0.0
41 COLO-783 Zero 49.0 0.5056 0.2582
39 HT-144 p53 49.0 1.0 0.4906
42 MZ2-MEL Zero 49.0 0.5026 0.2534
41 COLO-783 BRAF 49.0 0.220607 0.13687
42 MZ2-MEL BRAF 49.0 0.2514 0.2514
41 COLO-783 PI3K 49.0 0.5 0.0
42 MZ2-MEL PI3K 49.0 0.4864 0.0
41 COLO-783 p53 49.0 1.0 0.5032
42 MZ2-MEL p53 49.0 1.0 0.489
44 WM-115 Zero 49.0 0.49460000000000004 0.2426
43 SNU-1040 Zero 49.5 0.522865 0.377234
44 WM-115 BRAF 49.0 0.22006900000000001 0.128274
43 SNU-1040 BRAF 49.5 0.533511 0.390105
44 WM-115 PI3K 49.0 0.4978 0.0
44 WM-115 p53 49.0 1.0 0.4968
43 SNU-1040 PI3K 49.5 0.301998 0.0
45 SW620 Zero 49.0 1.0 0.5086
45 SW620 BRAF 49.0 0.4916 0.4916
43 SNU-1040 p53 49.5 0.536554 0.390671
45 SW620 PI3K 49.0 1.0 0.0
46 C32 Zero 49.0 0.491 0.2542
45 SW620 p53 49.0 1.0 0.5014
47 LS1034 Zero 49.0 1.0 0.4872
46 C32 BRAF 49.0 0.229829 0.136727
47 LS1034 BRAF 49.0 0.4996 0.4996
46 C32 PI3K 49.0 0.5144 0.0
47 LS1034 PI3K 49.0 1.0 0.0
46 C32 p53 49.0 1.0 0.5064
47 LS1034 p53 49.0 1.0 0.5032
48 MEL-JUSO Zero 49.0 0.497 0.2522
49 WM35 Zero 49.0 0.5014000000000001 0.255
48 MEL-JUSO BRAF 49.0 0.2544 0.2544
48 MEL-JUSO PI3K 49.0 0.5042 0.0
49 WM35 BRAF 49.0 0.228618 0.141272
48 MEL-JUSO p53 49.0 1.0 0.4908
49 WM35 PI3K 49.0 0.51 0.0
50 GP5d Zero 49.0 1.0 1.0
49 WM35 p53 49.0 1.0 0.5058
50 GP5d BRAF 49.0 1.0 1.0
51 K2 Zero 49.0 0.498 0.2592
50 GP5d PI3K 49.0 0.491 0.0
50 GP5d p53 49.0 1.0 1.0
51 K2 BRAF 49.0 0.225459 0.130072
52 LB2518-MEL Zero 49.0 0.5084 0.2586
51 K2 PI3K 49.0 0.4938 0.0
52 LB2518-MEL BRAF 49.0 0.2546 0.2546
51 K2 p53 49.0 1.0 0.5224
52 LB2518-MEL PI3K 49.0 0.4848 0.0
52 LB2518-MEL p53 49.0 1.0 0.4954
53 WT Zero 49.0 0.23136 0.137465
54 CCK-81 Zero 49.0 0.491381 0.359283
53 WT BRAF 49.0 0.22771200000000003 0.131201
54 CCK-81 BRAF 49.0 0.48844299999999996 0.350662
53 WT PI3K 49.0 0.133977 0.0
54 CCK-81 PI3K 49.0 0.139598 0.0
53 WT p53 49.0 0.450916 0.256933
54 CCK-81 p53 49.0 0.482549 0.34917
55 COLO-678 Zero 49.0 0.49739999999999995 0.2438
56 451Lu Zero 49.0 1.0 0.5114
55 COLO-678 BRAF 49.0 0.2518 0.2518
55 COLO-678 PI3K 49.0 0.4922 0.0
56 451Lu BRAF 49.0 0.457489 0.281711
55 COLO-678 p53 49.0 1.0 0.504
56 451Lu PI3K 49.0 1.0 0.0
57 HT-29 Zero 49.0 1.0 1.0
56 451Lu p53 49.0 1.0 0.5014
58 T84 Zero 49.0 1.0 1.0
57 HT-29 BRAF 49.0 0.48407300000000003 0.346884
58 T84 BRAF 49.0 1.0 1.0
57 HT-29 PI3K 49.0 1.0 0.0
58 T84 PI3K 49.0 0.504 0.0
57 HT-29 p53 49.0 1.0 1.0
58 T84 p53 49.0 1.0 1.0
59 CP67-MEL Zero 49.0 0.5034000000000001 0.2506
60 CP66-MEL Zero 49.0 0.495 0.2472
60 CP66-MEL BRAF 49.0 0.2562 0.2562
59 CP67-MEL BRAF 49.0 0.221507 0.132616
60 CP66-MEL PI3K 49.0 0.499 0.0
59 CP67-MEL PI3K 49.0 0.5014 0.0
60 CP66-MEL p53 49.0 1.0 0.5148
59 CP67-MEL p53 49.0 1.0 0.511
61 SK-CO-1 Zero 49.0 0.491 0.2454
62 Hs-940-T Zero 49.0 0.5072 0.2478
61 SK-CO-1 BRAF 49.0 0.2502 0.2502
62 Hs-940-T BRAF 49.0 0.2566 0.2566
61 SK-CO-1 PI3K 49.0 0.502 0.0
62 Hs-940-T PI3K 49.0 0.4912 0.0
61 SK-CO-1 p53 49.0 1.0 0.519
62 Hs-940-T p53 49.0 1.0 0.504
64 IPC-298 Zero 49.0 0.4908 0.2458
63 C2BBe1 Zero 49.0 0.23293199999999997 0.135095
64 IPC-298 BRAF 49.0 0.2496 0.2496
64 IPC-298 PI3K 49.0 0.5014 0.0
64 IPC-298 p53 49.0 1.0 0.4992
63 C2BBe1 BRAF 49.0 0.23086800000000002 0.141209
63 C2BBe1 PI3K 49.0 0.132891 0.0
65 CW-2 Zero 49.5 0.274744 0.199797
65 CW-2 BRAF 49.5 0.275655 0.206082
63 C2BBe1 p53 49.0 0.459044 0.269911
66 Hs-939-T Zero 49.0 0.504 0.2624
65 CW-2 PI3K 49.5 0.148213 0.0
66 Hs-939-T BRAF 49.0 0.222806 0.136044
65 CW-2 p53 49.5 0.524807 0.377895
66 Hs-939-T PI3K 49.0 0.5094 0.0
67 SK-MEL-1 Zero 49.0 0.503 0.2496
66 Hs-939-T p53 49.0 1.0 0.5002
68 IGR-1 Zero 49.0 0.49960000000000004 0.2538
67 SK-MEL-1 BRAF 49.0 0.225211 0.134719
67 SK-MEL-1 PI3K 49.0 0.5062 0.0
67 SK-MEL-1 p53 49.0 1.0 0.4892
68 IGR-1 BRAF 49.0 0.23675400000000002 0.140267
68 IGR-1 PI3K 49.0 0.498 0.0
69 RKO Zero 49.0 1.0 1.0
68 IGR-1 p53 49.0 1.0 0.4948
69 RKO BRAF 49.0 0.49789399999999995 0.355828
70 SK-MEL-2 Zero 49.0 1.0 0.4976
69 RKO PI3K 49.0 0.504 0.0
70 SK-MEL-2 BRAF 49.0 0.5094 0.5094
69 RKO p53 49.0 1.0 1.0
70 SK-MEL-2 PI3K 49.0 1.0 0.0
71 WM793B Zero 49.0 0.49539999999999995 0.2502
70 SK-MEL-2 p53 49.0 1.0 0.5064
71 WM793B BRAF 49.0 0.21330700000000002 0.132671
72 CHL-1 Zero 49.0 0.46670900000000004 0.264709
71 WM793B PI3K 49.0 0.4892 0.0
71 WM793B p53 49.0 1.0 0.4954
72 CHL-1 BRAF 49.0 0.453167 0.264276
73 GAK Zero 49.0 0.49119999999999997 0.2422
73 GAK BRAF 49.0 0.258 0.258
72 CHL-1 PI3K 49.0 0.270729 0.0
73 GAK PI3K 49.0 0.4884 0.0
73 GAK p53 49.0 1.0 0.495
74 LS-411N Zero 49.0 0.5054 0.2562
72 CHL-1 p53 49.0 0.46631100000000003 0.267658
75 SNU-81 Zero 49.0 0.7588 0.5038
75 SNU-81 BRAF 49.0 0.5032 0.5032
74 LS-411N BRAF 49.0 0.218628 0.134728
75 SNU-81 PI3K 49.0 0.4932 0.0
74 LS-411N PI3K 49.0 0.5032 0.0
75 SNU-81 p53 49.0 1.0 0.4914
74 LS-411N p53 49.0 1.0 0.4956
76 RCM-1 Zero 49.0 0.5096 0.2614
77 SW1417 Zero 49.0 0.4924 0.2462
76 RCM-1 BRAF 49.0 0.2394 0.2394
76 RCM-1 PI3K 49.0 0.4912 0.0
77 SW1417 BRAF 49.0 0.228295 0.138015
76 RCM-1 p53 49.0 1.0 0.4962
77 SW1417 PI3K 49.0 0.505 0.0
78 COLO-205 Zero 49.0 0.4888 0.2404
77 SW1417 p53 49.0 1.0 0.515
78 COLO-205 BRAF 49.0 0.22228900000000001 0.134154
79 COLO-792 Zero 49.0 0.231088 0.132426
78 COLO-205 PI3K 49.0 0.5046 0.0
78 COLO-205 p53 49.0 1.0 0.5022
79 COLO-792 BRAF 49.0 0.23406100000000002 0.139382
80 IST-MEL1 Zero 49.0 1.0 0.4932
79 COLO-792 PI3K 49.0 0.143426 0.0
80 IST-MEL1 BRAF 49.0 0.444716 0.267325
80 IST-MEL1 PI3K 49.0 1.0 0.0
79 COLO-792 p53 49.0 0.460093 0.261542
80 IST-MEL1 p53 49.0 1.0 0.4962
81 SH-4 Zero 49.0 0.5038 0.2626
82 HCT-15 Zero 49.0 1.0 1.0
82 HCT-15 BRAF 49.0 1.0 1.0
81 SH-4 BRAF 49.0 0.233438 0.146521
82 HCT-15 PI3K 49.0 1.0 0.0
82 HCT-15 p53 49.0 1.0 1.0
81 SH-4 PI3K 49.0 0.5002 0.0
81 SH-4 p53 49.0 1.0 0.5034
83 MEL-HO Zero 49.0 0.4868 0.2494
84 G-361 Zero 49.0 0.5022 0.2608
83 MEL-HO BRAF 49.0 0.218862 0.138534
83 MEL-HO PI3K 49.0 0.496 0.0
84 G-361 BRAF 49.0 0.215839 0.127345
83 MEL-HO p53 49.0 1.0 0.5026
84 G-361 PI3K 49.0 0.4942 0.0
84 G-361 p53 49.0 1.0 0.5014
85 SK-MEL-30 Zero 49.0 0.4916 0.2496
85 SK-MEL-30 BRAF 49.0 0.2546 0.2546
86 UACC-257 Zero 49.0 0.5004 0.2526
85 SK-MEL-30 PI3K 49.0 0.495 0.0
85 SK-MEL-30 p53 49.0 1.0 0.5028
86 UACC-257 BRAF 49.0 0.20979199999999998 0.126237
87 SW1116 Zero 49.0 0.5044 0.2528
86 UACC-257 PI3K 49.0 0.4976 0.0
87 SW1116 BRAF 49.0 0.2392 0.2392
86 UACC-257 p53 49.0 1.0 0.4868
87 SW1116 PI3K 49.0 0.5158 0.0
87 SW1116 p53 49.0 1.0 0.4956
88 SNU-175 Zero 49.0 0.22507 0.125053
89 MMAc-SF Zero 49.0 0.48860000000000003 0.2446
88 SNU-175 BRAF 49.0 0.223988 0.134092
89 MMAc-SF BRAF 49.0 0.227624 0.138406
89 MMAc-SF PI3K 49.0 0.5058 0.0
89 MMAc-SF p53 49.0 1.0 0.5084
88 SNU-175 PI3K 49.0 0.139868 0.0
90 WM278 Zero 49.0 0.503 0.2454
88 SNU-175 p53 49.0 0.46245099999999995 0.273244
90 WM278 BRAF 49.0 0.229627 0.139952
91 HCC2998 Zero 49.0 0.7602 0.509
90 WM278 PI3K 49.0 0.4982 0.0
91 HCC2998 BRAF 49.0 0.7505999999999999 0.501
90 WM278 p53 49.0 1.0 0.5084
91 HCC2998 PI3K 49.0 0.4984 0.0
91 HCC2998 p53 49.0 1.0 0.5012
92 RVH-421 Zero 49.0 0.509 0.2444
93 SNU-61 Zero 49.0 1.0 0.5056
93 SNU-61 BRAF 49.0 0.49 0.49
92 RVH-421 BRAF 49.0 0.22040300000000002 0.132339
93 SNU-61 PI3K 49.0 1.0 0.0
92 RVH-421 PI3K 49.0 0.5072 0.0
93 SNU-61 p53 49.0 1.0 0.4962
92 RVH-421 p53 49.0 1.0 0.4956
94 SNU-C2B Zero 49.0 1.0 0.5148
95 G-MEL Zero 49.0 0.505 0.244
94 SNU-C2B BRAF 49.0 0.4874 0.4874
94 SNU-C2B PI3K 49.0 1.0 0.0
95 G-MEL BRAF 49.0 0.224248 0.142302
94 SNU-C2B p53 49.0 1.0 0.4954
95 G-MEL PI3K 49.0 0.492 0.0
96 LS-123 Zero 49.0 1.0 0.509
95 G-MEL p53 49.0 1.0 0.4986
96 LS-123 BRAF 49.0 0.495 0.495
96 LS-123 PI3K 49.0 1.0 0.0
97 SW837 Zero 49.0 1.0 0.5006
97 SW837 BRAF 49.0 0.4962 0.4962
96 LS-123 p53 49.0 1.0 0.4936
98 SNU-C5 Zero 49.0 1.0 1.0
97 SW837 PI3K 49.0 1.0 0.0
97 SW837 p53 49.0 1.0 0.488
98 SNU-C5 BRAF 49.0 0.492111 0.360217
98 SNU-C5 PI3K 49.0 1.0 0.0
98 SNU-C5 p53 49.0 1.0 1.0
99 KM12 Zero 49.0 0.46935 0.270142
100 COLO-829 Zero 49.0 0.5038 0.2484
99 KM12 BRAF 49.0 0.453951 0.269799
100 COLO-829 BRAF 49.0 0.218976 0.128439
100 COLO-829 PI3K 49.0 0.5064 0.0
99 KM12 PI3K 49.0 0.278785 0.0
100 COLO-829 p53 49.0 1.0 0.5028
101 SK-MEL-28 Zero 49.0 1.0 0.5076
99 KM12 p53 49.0 0.463306 0.265269
102 VMRC-MELG Zero 49.0 0.49839999999999995 0.2532
101 SK-MEL-28 BRAF 49.0 0.452445 0.283859
101 SK-MEL-28 PI3K 49.0 1.0 0.0
102 VMRC-MELG BRAF 49.0 0.21214100000000002 0.128697
101 SK-MEL-28 p53 49.0 1.0 0.488
102 VMRC-MELG PI3K 49.0 0.5056 0.0
102 VMRC-MELG p53 49.0 1.0 0.4938
