n_profile Patient_ID Drug_ID Time Proliferation_b1 Proliferation_b2
25 WM35 p53 49.0 1.0 0.4916
26 SK-MEL-2 Zero 49.0 0.4928 0.2524
27 RCM-1 Zero 49.0 0.489 0.2366
26 SK-MEL-2 BRAF 49.0 0.2482 0.2482
27 RCM-1 BRAF 49.0 0.2498 0.2498
26 SK-MEL-2 PI3K 49.0 0.5054 0.0
27 RCM-1 PI3K 49.0 0.4988 0.0
26 SK-MEL-2 p53 49.0 1.0 0.4818
27 RCM-1 p53 49.0 1.0 0.497
28 SW1116 Zero 49.0 0.5174000000000001 0.263
29 NCI-H508 Zero 49.0 1.0 1.0
28 SW1116 BRAF 49.0 0.2568 0.2568
28 SW1116 PI3K 49.0 0.5042 0.0
29 NCI-H508 BRAF 49.0 0.484507 0.346711
28 SW1116 p53 49.0 1.0 0.5078
29 NCI-H508 PI3K 49.0 0.5034 0.0
29 NCI-H508 p53 49.0 1.0 1.0
30 SNU-1040 Zero 49.5 0.26580000000000004 0.193255
31 HT-144 Zero 49.0 0.5058 0.2518
30 SNU-1040 BRAF 49.5 0.270967 0.198264
31 HT-144 BRAF 49.0 0.22514099999999998 0.138126
31 HT-144 PI3K 49.0 0.4994 0.0
30 SNU-1040 PI3K 49.5 0.162525 0.0
31 HT-144 p53 49.0 1.0 0.5064
32 SW48 Zero 49.0 1.0 1.0
30 SNU-1040 p53 49.5 0.5165489999999999 0.374059
32 SW48 BRAF 49.0 1.0 1.0
33 GAK Zero 49.0 0.5014 0.2586
32 SW48 PI3K 49.0 0.0 0.0
33 GAK BRAF 49.0 0.2418 0.2418
32 SW48 p53 49.0 1.0 1.0
33 GAK PI3K 49.0 0.4872 0.0
33 GAK p53 49.0 1.0 0.4902
34 WT Zero 49.0 0.224667 0.129305
35 SK-MEL-28 Zero 49.0 0.75 0.5084
34 WT BRAF 49.0 0.21928999999999998 0.129267
35 SK-MEL-28 BRAF 49.0 0.428099 0.257619
35 SK-MEL-28 PI3K 49.0 0.492 0.0
34 WT PI3K 49.0 0.143591 0.0
35 SK-MEL-28 p53 49.0 1.0 0.5008
36 IGR-1 Zero 49.0 0.5 0.2516
34 WT p53 49.0 0.459692 0.260905
36 IGR-1 BRAF 49.0 0.227819 0.135131
37 CCK-81 Zero 49.0 0.5063949999999999 0.371706
36 IGR-1 PI3K 49.0 0.5038 0.0
36 IGR-1 p53 49.0 1.0 0.4906
37 CCK-81 BRAF 49.0 0.499141 0.357282
38 LB2518-MEL Zero 49.0 0.488 0.242
38 LB2518-MEL BRAF 49.0 0.2416 0.2416
38 LB2518-MEL PI3K 49.0 0.501 0.0
37 CCK-81 PI3K 49.0 0.138991 0.0
38 LB2518-MEL p53 49.0 1.0 0.4996
37 CCK-81 p53 49.0 0.49235700000000004 0.363572
39 SK-MEL-30 Zero 49.0 0.4988 0.261
39 SK-MEL-30 BRAF 49.0 0.2632 0.2632
40 LS-411N Zero 49.0 0.5025999999999999 0.2504
39 SK-MEL-30 PI3K 49.0 0.488 0.0
39 SK-MEL-30 p53 49.0 1.0 0.5042
40 LS-411N BRAF 49.0 0.22362900000000002 0.13031
40 LS-411N PI3K 49.0 0.5026 0.0
41 MEL-HO Zero 49.0 0.5036 0.2412
40 LS-411N p53 49.0 1.0 0.49
42 SH-4 Zero 49.0 0.49439999999999995 0.2502
41 MEL-HO BRAF 49.0 0.22646 0.136788
41 MEL-HO PI3K 49.0 0.4962 0.0
41 MEL-HO p53 49.0 1.0 0.5096
42 SH-4 BRAF 49.0 0.218034 0.136472
43 COLO-829 Zero 49.0 0.5064 0.2576
42 SH-4 PI3K 49.0 0.5022 0.0
42 SH-4 p53 49.0 1.0 0.5048
44 MDST8 Zero 49.0 0.5006 0.2518
43 COLO-829 BRAF 49.0 0.224784 0.133589
43 COLO-829 PI3K 49.0 0.5018 0.0
43 COLO-829 p53 49.0 1.0 0.4942
44 MDST8 BRAF 49.0 0.212915 0.129468
44 MDST8 PI3K 49.0 0.495 0.0
44 MDST8 p53 49.0 1.0 0.5162
45 CW-2 Zero 49.5 0.261008 0.188976
46 WM-115 Zero 49.0 0.4858 0.2442
45 CW-2 BRAF 49.5 0.268547 0.193669
46 WM-115 BRAF 49.0 0.22102500000000003 0.135502
46 WM-115 PI3K 49.0 0.5048 0.0
45 CW-2 PI3K 49.5 0.149513 0.0
46 WM-115 p53 49.0 1.0 0.4988
45 CW-2 p53 49.5 0.5280849999999999 0.387387
47 CL-11 Zero 49.0 0.48960000000000004 0.2442
47 CL-11 BRAF 49.0 0.244 0.244
48 LoVo Zero 49.0 0.4954 0.2462
47 CL-11 PI3K 49.0 0.4972 0.0
48 LoVo BRAF 49.0 0.2564 0.2564
48 LoVo PI3K 49.0 0.503 0.0
47 CL-11 p53 49.0 1.0 0.4984
48 LoVo p53 49.0 1.0 0.4888
49 IGR-37 Zero 49.0 0.5022 0.2396
50 A375 Zero 49.0 0.48660000000000003 0.245
49 IGR-37 BRAF 49.0 0.21303099999999997 0.130625
49 IGR-37 PI3K 49.0 0.4968 0.0
50 A375 BRAF 49.0 0.235373 0.142304
49 IGR-37 p53 49.0 1.0 0.5166
50 A375 PI3K 49.0 0.4992 0.0
50 A375 p53 49.0 1.0 0.4816
51 RVH-421 Zero 49.0 0.5025999999999999 0.2526
51 RVH-421 BRAF 49.0 0.23058099999999998 0.13954
52 KM12 Zero 49.0 0.224077 0.126277
51 RVH-421 PI3K 49.0 0.4908 0.0
51 RVH-421 p53 49.0 1.0 0.5106
52 KM12 BRAF 49.0 0.230006 0.13917
53 LS-123 Zero 49.0 0.5026 0.256
53 LS-123 BRAF 49.0 0.256 0.256
52 KM12 PI3K 49.0 0.146523 0.0
53 LS-123 PI3K 49.0 0.4966 0.0
53 LS-123 p53 49.0 1.0 0.4928
52 KM12 p53 49.0 0.46795 0.273213
54 CP67-MEL Zero 49.0 0.5004 0.2498
55 COLO-678 Zero 49.0 0.4944 0.245
54 CP67-MEL BRAF 49.0 0.226881 0.13403
55 COLO-678 BRAF 49.0 0.2498 0.2498
54 CP67-MEL PI3K 49.0 0.4958 0.0
55 COLO-678 PI3K 49.0 0.5022 0.0
55 COLO-678 p53 49.0 1.0 0.5012
54 CP67-MEL p53 49.0 1.0 0.5082
56 NCI-H747 Zero 49.0 0.5012 0.249
57 K2 Zero 49.0 0.49119999999999997 0.2498
56 NCI-H747 BRAF 49.0 0.2418 0.2418
56 NCI-H747 PI3K 49.0 0.5098 0.0
57 K2 BRAF 49.0 0.215504 0.128615
56 NCI-H747 p53 49.0 1.0 0.503
57 K2 PI3K 49.0 0.5054 0.0
57 K2 p53 49.0 1.0 0.504
58 A101D Zero 49.0 0.496 0.2446
59 COLO-205 Zero 49.0 0.496 0.2472
58 A101D BRAF 49.0 0.23007699999999998 0.130042
58 A101D PI3K 49.0 0.4896 0.0
59 COLO-205 BRAF 49.0 0.210528 0.124988
59 COLO-205 PI3K 49.0 0.5094 0.0
58 A101D p53 49.0 1.0 0.4916
59 COLO-205 p53 49.0 1.0 0.5054
60 HCT-15 Zero 49.0 1.0 1.0
60 HCT-15 BRAF 49.0 1.0 1.0
61 CP66-MEL Zero 49.0 0.493 0.2542
60 HCT-15 PI3K 49.0 0.4976 0.0
61 CP66-MEL BRAF 49.0 0.2518 0.2518
60 HCT-15 p53 49.0 1.0 1.0
61 CP66-MEL PI3K 49.0 0.5062 0.0
62 WM793B Zero 49.0 0.4992 0.2506
61 CP66-MEL p53 49.0 1.0 0.4888
63 HMV-II Zero 49.0 0.49620000000000003 0.2518
62 WM793B BRAF 49.0 0.22705000000000003 0.132114
63 HMV-II BRAF 49.0 0.2458 0.2458
62 WM793B PI3K 49.0 0.5048 0.0
63 HMV-II PI3K 49.0 0.4992 0.0
63 HMV-II p53 49.0 1.0 0.4976
62 WM793B p53 49.0 1.0 0.4998
64 SNU-407 Zero 49.0 1.0 1.0
65 MMAc-SF Zero 49.0 0.5124 0.2544
64 SNU-407 BRAF 49.0 1.0 1.0
64 SNU-407 PI3K 49.0 0.5004 0.0
65 MMAc-SF BRAF 49.0 0.218299 0.126106
64 SNU-407 p53 49.0 1.0 1.0
65 MMAc-SF PI3K 49.0 0.4884 0.0
66 451Lu Zero 49.0 0.5112 0.2514
65 MMAc-SF p53 49.0 1.0 0.4974
67 M14 Zero 49.0 0.5016 0.2564
66 451Lu BRAF 49.0 0.22141 0.131634
66 451Lu PI3K 49.0 0.5004 0.0
66 451Lu p53 49.0 1.0 0.492
67 M14 BRAF 49.0 0.227096 0.142091
67 M14 PI3K 49.0 0.4908 0.0
68 LOXIMVI Zero 49.0 0.499 0.2512
67 M14 p53 49.0 1.0 0.4898
69 MZ7-mel Zero 49.0 0.495 0.2498
68 LOXIMVI BRAF 49.0 0.21191 0.127971
68 LOXIMVI PI3K 49.0 0.4876 0.0
68 LOXIMVI p53 49.0 1.0 0.5014
69 MZ7-mel BRAF 49.0 0.229174 0.137126
69 MZ7-mel PI3K 49.0 0.4952 0.0
70 SNU-81 Zero 49.0 0.7525999999999999 0.4994
69 MZ7-mel p53 49.0 1.0 0.4912
70 SNU-81 BRAF 49.0 0.5116 0.5116
71 A2058 Zero 49.0 0.4996 0.2474
70 SNU-81 PI3K 49.0 0.488 0.0
71 A2058 BRAF 49.0 0.2506 0.2506
70 SNU-81 p53 49.0 1.0 0.5002
71 A2058 PI3K 49.0 0.5074 0.0
71 A2058 p53 49.0 1.0 0.49
72 CaR-1 Zero 49.0 0.229228 0.12925
73 IPC-298 Zero 49.0 0.5035999999999999 0.2468
73 IPC-298 BRAF 49.0 0.2526 0.2526
72 CaR-1 BRAF 49.0 0.223191 0.139042
73 IPC-298 PI3K 49.0 0.4984 0.0
73 IPC-298 p53 49.0 1.0 0.5102
72 CaR-1 PI3K 49.0 0.143091 0.0
74 SW620 Zero 49.0 0.4954 0.252
74 SW620 BRAF 49.0 0.2586 0.2586
74 SW620 PI3K 49.0 0.5018 0.0
72 CaR-1 p53 49.0 0.457014 0.267929
74 SW620 p53 49.0 1.0 0.5088
75 WM1552C Zero 49.0 0.5105999999999999 0.2556
76 MZ2-MEL Zero 49.0 0.5076 0.2526
76 MZ2-MEL BRAF 49.0 0.2438 0.2438
75 WM1552C BRAF 49.0 0.231356 0.136092
76 MZ2-MEL PI3K 49.0 0.5026 0.0
75 WM1552C PI3K 49.0 0.495 0.0
76 MZ2-MEL p53 49.0 1.0 0.5016
75 WM1552C p53 49.0 1.0 0.4894
77 SW837 Zero 49.0 0.5044 0.248
78 Hs-940-T Zero 49.0 0.5072 0.249
77 SW837 BRAF 49.0 0.247 0.247
78 Hs-940-T BRAF 49.0 0.2452 0.2452
77 SW837 PI3K 49.0 0.5 0.0
78 Hs-940-T PI3K 49.0 0.497 0.0
77 SW837 p53 49.0 1.0 0.5102
78 Hs-940-T p53 49.0 1.0 0.4856
79 G-MEL Zero 49.0 0.5016 0.259
80 SW1463 Zero 49.0 0.48660000000000003 0.242
80 SW1463 BRAF 49.0 0.2474 0.2474
79 G-MEL BRAF 49.0 0.21762199999999998 0.129402
80 SW1463 PI3K 49.0 0.5068 0.0
79 G-MEL PI3K 49.0 0.5052 0.0
80 SW1463 p53 49.0 1.0 0.5072
79 G-MEL p53 49.0 1.0 0.4994
81 SK-MEL-1 Zero 49.0 0.4976 0.2506
82 C2BBe1 Zero 49.0 0.236049 0.137501
81 SK-MEL-1 BRAF 49.0 0.22119699999999998 0.133902
81 SK-MEL-1 PI3K 49.0 0.5044 0.0
81 SK-MEL-1 p53 49.0 1.0 0.509
82 C2BBe1 BRAF 49.0 0.22169699999999998 0.135183
83 UACC-257 Zero 49.0 0.4848 0.2358
82 C2BBe1 PI3K 49.0 0.13706 0.0
83 UACC-257 BRAF 49.0 0.228487 0.139301
83 UACC-257 PI3K 49.0 0.5034 0.0
82 C2BBe1 p53 49.0 0.464087 0.26728
83 UACC-257 p53 49.0 1.0 0.4924
85 SNU-C1 Zero 49.0 0.2438 0.2438
84 SNU-175 Zero 49.0 0.222476 0.13177
85 SNU-C1 BRAF 49.0 0.2516 0.2516
85 SNU-C1 PI3K 49.0 0.0 0.0
84 SNU-175 BRAF 49.0 0.21488000000000002 0.128253
85 SNU-C1 p53 49.0 0.5036 0.5036
86 G-361 Zero 49.0 0.5014 0.2416
84 SNU-175 PI3K 49.0 0.138803 0.0
86 G-361 BRAF 49.0 0.233964 0.139315
86 G-361 PI3K 49.0 0.503 0.0
84 SNU-175 p53 49.0 0.47056 0.269086
86 G-361 p53 49.0 1.0 0.508
87 SNU-61 Zero 49.0 0.502 0.2516
88 SK-MEL-24 Zero 49.0 0.5004 0.2468
87 SNU-61 BRAF 49.0 0.2454 0.2454
87 SNU-61 PI3K 49.0 0.507 0.0
88 SK-MEL-24 BRAF 49.0 0.225267 0.131821
87 SNU-61 p53 49.0 1.0 0.5092
88 SK-MEL-24 PI3K 49.0 0.5002 0.0
89 Hs-939-T Zero 49.0 0.4938 0.2496
88 SK-MEL-24 p53 49.0 1.0 0.4996
90 WM278 Zero 49.0 0.5022 0.2538
89 Hs-939-T BRAF 49.0 0.233838 0.139672
89 Hs-939-T PI3K 49.0 0.5034 0.0
90 WM278 BRAF 49.0 0.22687000000000002 0.134475
89 Hs-939-T p53 49.0 1.0 0.494
90 WM278 PI3K 49.0 0.4878 0.0
91 CL-34 Zero 49.0 0.5122 0.2586
90 WM278 p53 49.0 1.0 0.5052
92 SK-CO-1 Zero 49.0 0.508 0.2502
91 CL-34 BRAF 49.0 0.22219 0.130416
92 SK-CO-1 BRAF 49.0 0.253 0.253
91 CL-34 PI3K 49.0 0.5032 0.0
92 SK-CO-1 PI3K 49.0 0.5068 0.0
91 CL-34 p53 49.0 1.0 0.5002
92 SK-CO-1 p53 49.0 1.0 0.5054
93 SK-MEL-5 Zero 49.0 0.5048 0.2498
94 SK-MEL-3 Zero 49.0 0.5016 0.2482
93 SK-MEL-5 BRAF 49.0 0.22736800000000001 0.137889
94 SK-MEL-3 BRAF 49.0 0.216932 0.12712
93 SK-MEL-5 PI3K 49.0 0.494 0.0
94 SK-MEL-3 PI3K 49.0 0.5046 0.0
93 SK-MEL-5 p53 49.0 1.0 0.5016
94 SK-MEL-3 p53 49.0 1.0 0.509
95 COLO-783 Zero 49.0 0.4898 0.243
96 LS-180 Zero 49.0 1.0 1.0
96 LS-180 BRAF 49.0 1.0 1.0
95 COLO-783 BRAF 49.0 0.219482 0.134015
96 LS-180 PI3K 49.0 0.4942 0.0
95 COLO-783 PI3K 49.0 0.4992 0.0
96 LS-180 p53 49.0 1.0 1.0
95 COLO-783 p53 49.0 1.0 0.5058
97 SNU-C2B Zero 49.0 0.5 0.2524
97 SNU-C2B BRAF 49.0 0.2444 0.2444
97 SNU-C2B PI3K 49.0 0.5008 0.0
98 COLO-320-HSR Zero 49.0 0.237409 0.141772
97 SNU-C2B p53 49.0 1.0 0.5058
99 SNU-C5 Zero 49.0 1.0 1.0
98 COLO-320-HSR BRAF 49.0 0.226269 0.134144
99 SNU-C5 BRAF 49.0 0.506099 0.373637
98 COLO-320-HSR PI3K 49.0 0.140801 0.0
99 SNU-C5 PI3K 49.0 0.4948 0.0
99 SNU-C5 p53 49.0 1.0 1.0
98 COLO-320-HSR p53 49.0 0.452878 0.262492
100 LS1034 Zero 49.0 0.5044 0.253
101 HT-29 Zero 49.0 1.0 1.0
100 LS1034 BRAF 49.0 0.2526 0.2526
100 LS1034 PI3K 49.0 0.5026 0.0
101 HT-29 BRAF 49.0 0.48519599999999996 0.358095
100 LS1034 p53 49.0 1.0 0.4976
101 HT-29 PI3K 49.0 0.497 0.0
102 IST-MEL1 Zero 49.0 0.5016 0.259
101 HT-29 p53 49.0 1.0 1.0
102 IST-MEL1 BRAF 49.0 0.230403 0.141898
102 IST-MEL1 PI3K 49.0 0.4892 0.0
102 IST-MEL1 p53 49.0 1.0 0.5082
