n_profile Patient_ID Drug_ID Time Prosurvival_b1 Prosurvival_b2 Prosurvival_b3 Antisurvival_b1 Antisurvival_b2 Antisurvival_b3
4 451Lu p53 29.9 0.9994509999999999 0.9968009999999999 0.166003 0.41176900000000005 0.057919000000000005 0.0
5 SW948 p53 29.8 0.9970000000000001 0.823234 0.551466 0.417863 0.028720999999999997 0.0002
3 WM-115 MEK 29.9 0.9320970000000001 0.346882 0.0038 0.340038 0.088838 0.026617000000000002
4 451Lu MEK 29.9 0.9922 0.98525 0.008119 0.330989 0.039916999999999994 0.002
5 SW948 MEK 29.9 0.9974180000000002 0.8206320000000001 0.09828 0.503653 0.135325 0.014056
6 A101D Zero 29.9 0.789211 0.528445 0.133021 0.6759160000000001 0.364615 0.110874
6 A101D BRAF 29.9 0.7517390000000002 0.477907 0.11784900000000001 0.685225 0.38282200000000005 0.141959
7 SW1116 Zero 29.8 0.9547089999999999 0.8912349999999999 0.548352 0.5586299999999998 0.15657900000000002 0.0032
8 Hs-940-T Zero 29.9 0.945022 0.6567909999999999 0.250664 0.14442899999999997 0.012451 0.0
7 SW1116 BRAF 29.8 0.9550759999999999 0.889292 0.530216 0.554112 0.155004 0.0038000000000000004
6 A101D PI3K 29.9 0.719327 0.25206100000000004 0.018919000000000002 0.9980570000000001 0.788769 0.28701499999999996
8 Hs-940-T BRAF 29.9 0.946052 0.6586679999999999 0.259515 0.143957 0.012199999999999999 0.0
7 SW1116 PI3K 29.8 0.9581099999999999 0.8908609999999999 0.49498 0.5652129999999999 0.161631 0.0034
6 A101D p53 29.9 0.7850009999999998 0.5267679999999999 0.12909800000000002 0.65459 0.34392500000000004 0.091545
8 Hs-940-T PI3K 29.8 0.9402499999999999 0.473153 0.0 0.425507 0.052263 0.0
7 SW1116 p53 29.8 0.9550659999999999 0.8855369999999999 0.554897 0.5407879999999999 0.14350500000000002 0.0004
8 Hs-940-T p53 29.9 0.951271 0.668394 0.262336 0.13587599999999997 0.011177 0.0
6 A101D MEK 29.9 0.718108 0.406348 0.089102 0.6620239999999998 0.34331000000000006 0.126553
7 SW1116 MEK 29.9 0.9150010000000001 0.8848600000000001 0.149861 0.5469080000000001 0.155137 0.0036
8 Hs-940-T MEK 29.9 0.9477359999999998 0.650778 0.219903 0.143956 0.012744 0.0
9 COLO-320-HSR Zero 29.9 0.914198 0.400349 0.229738 0.695704 0.20107599999999998 0.005
10 LS1034 Zero 29.9 1.000001 0.9996010000000001 0.485678 0.832324 0.50851 0.259096
9 COLO-320-HSR BRAF 29.9 0.905933 0.37376600000000004 0.20126699999999997 0.700393 0.20311099999999999 0.0044
11 CW-2 Zero 29.8 1.0000009999999997 0.9972759999999998 0.065041 0.9784009999999999 0.8012299999999999 0.333715
10 LS1034 BRAF 29.9 0.9999999999999999 0.9997999999999999 0.450857 0.8430059999999999 0.507834 0.259362
9 COLO-320-HSR PI3K 29.9 0.848055 0.14886 0.0 0.8002180000000001 0.32228199999999996 0.034184
11 CW-2 BRAF 29.8 1.0 0.9988000000000001 0.06292400000000001 0.9776 0.7932420000000001 0.35255499999999995
10 LS1034 PI3K 29.9 1.000001 0.999401 0.251304 0.898771 0.681424 0.365017
9 COLO-320-HSR p53 29.9 0.9167709999999999 0.40753000000000006 0.240415 0.694367 0.190246 0.0
11 CW-2 PI3K 29.8 0.999999 0.998399 0.0 0.999999 0.834 0.35696500000000003
10 LS1034 p53 29.9 0.999999 0.999999 0.48937800000000004 0.59275 0.42808 0.0
9 COLO-320-HSR MEK 29.9 0.8950919999999999 0.373516 0.202576 0.706677 0.20138199999999998 0.0038
11 CW-2 p53 29.8 1.0000010000000001 0.9986010000000001 0.070729 0.9671890000000002 0.6301090000000001 0.10233
10 LS1034 MEK 29.9 0.9998 0.9998 0.212477 0.887051 0.550726 0.31854600000000005
12 RCM-1 Zero 29.8 1.0 1.0 0.710991 0.628852 0.17177 0.0
11 CW-2 MEK 29.9 0.9999979999999999 0.997998 0.054289000000000004 0.960812 0.774906 0.364084
13 HCT-116 Zero 29.9 0.879514 0.8288570000000001 0.369631 0.762178 0.012400000000000001 0.0
12 RCM-1 BRAF 29.8 0.9998010000000002 0.9998010000000002 0.7148750000000001 0.6336680000000001 0.180689 0.0
14 Mewo Zero 29.8 0.980124 0.9620029999999999 0.881046 0.017059 0.0 0.0
13 HCT-116 BRAF 29.9 0.8787230000000001 0.8307180000000001 0.082533 0.9040260000000002 0.037358 0.0008
12 RCM-1 PI3K 29.8 1.0 1.0 0.0 0.777319 0.237111 0.0
14 Mewo BRAF 29.8 0.9794480000000001 0.9572670000000001 0.65857 0.018120999999999998 0.0 0.0
13 HCT-116 PI3K 29.9 0.8598250000000001 0.795617 0.001 0.9962810000000001 0.019498 0.0
12 RCM-1 p53 29.8 1.0 0.9998000000000001 0.725329 0.623084 0.153919 0.0
14 Mewo PI3K 29.8 0.966499 0.944917 0.0 0.15771600000000002 0.0 0.0
13 HCT-116 p53 29.9 0.8853129999999999 0.838877 0.37717 0.7579239999999999 0.008298 0.0
14 Mewo p53 29.8 0.980969 0.960096 0.872497 0.019393999999999998 0.0 0.0
12 RCM-1 MEK 29.9 1.0 1.0 0.011067 0.639519 0.190755 0.0
13 HCT-116 MEK 29.9 0.881177 0.832449 0.00194 0.951001 0.07538600000000001 0.002
14 Mewo MEK 29.9 0.971707 0.952199 0.064667 0.017959000000000003 0.0 0.0
15 SW626 Zero 29.8 1.0 1.0 0.9908 0.6529069999999999 0.005399999999999999 0.0
15 SW626 BRAF 29.8 1.0 1.0 0.9542490000000001 0.679264 0.01264 0.0
16 MEL-HO Zero 29.8 0.9292670000000001 0.816463 0.264465 0.322252 0.05002600000000001 0.001
15 SW626 PI3K 29.8 1.0 1.0 0.0956 0.914216 0.0068 0.0
17 C2BBe1 Zero 29.9 0.787201 0.576116 0.313282 0.9128379999999999 0.23481899999999997 0.017069
16 MEL-HO BRAF 29.8 0.911396 0.797585 0.063905 0.3028709999999999 0.045558 0.0014
15 SW626 p53 29.8 1.0 0.9998 0.9902150000000001 0.652311 0.0 0.0
17 C2BBe1 BRAF 29.9 0.7642280000000001 0.5704410000000001 0.307499 0.914409 0.23255800000000001 0.01461
16 MEL-HO PI3K 29.8 0.8892439999999999 0.7889919999999999 0.0 0.5080969999999999 0.10617199999999999 0.0032
17 C2BBe1 PI3K 29.9 0.7613840000000001 0.547621 0.23655800000000002 0.9150180000000001 0.24399099999999996 0.019667
15 SW626 MEK 29.9 1.000001 0.999801 0.480081 0.899173 0.10053000000000001 0.0
16 MEL-HO p53 29.8 0.92898 0.8194330000000001 0.25917599999999996 0.30631699999999995 0.03830399999999999 0.0002
17 C2BBe1 p53 29.9 0.7700159999999999 0.5759309999999999 0.31727 0.9065930000000001 0.170976 0.0002
18 WT Zero 29.8 0.9999999999999999 0.9999999999999999 0.9995999999999999 0.0014 0.0 0.0
16 MEL-HO MEK 29.9 0.890738 0.790433 0.0 0.29348 0.040503 0.000432
17 C2BBe1 MEK 29.9 0.7158789999999998 0.528574 0.16027599999999997 0.9095059999999999 0.233039 0.015258
18 WT BRAF 29.8 1.000001 1.000001 0.959647 0.033014 0.0 0.0
19 SK-MEL-2 Zero 29.8 0.850234 0.74785 0.536749 0.581876 0.056186 0.0006000000000000001
18 WT PI3K 29.8 1.0 1.0 0.0 1.0 0.0 0.0
20 M14 Zero 29.9 0.9999999999999999 0.9999999999999999 0.9952 0.090808 0.0008 0.0004
19 SK-MEL-2 BRAF 29.8 0.8459809999999999 0.7458509999999998 0.179034 0.7654259999999999 0.08310400000000001 0.0004
18 WT p53 29.8 1.0 1.0 1.0 0.001 0.0 0.0
20 M14 BRAF 29.9 0.9998 0.9994000000000001 0.9936 0.08424000000000001 0.0014 0.0
19 SK-MEL-2 PI3K 29.8 0.81175 0.715418 0.0 0.9972 0.120505 0.0014
20 M14 PI3K 29.9 0.9999989999999999 0.9999989999999999 0.13778800000000002 0.7178439999999999 0.17826699999999998 0.026396
19 SK-MEL-2 p53 29.8 0.856948 0.742952 0.536601 0.576769 0.05884 0.0
18 WT MEK 29.9 0.9999999999999999 0.9999999999999999 0.0014 0.419027 0.0 0.0
20 M14 p53 29.9 1.0 1.0 0.9934000000000001 0.081784 0.0006 0.0
19 SK-MEL-2 MEK 29.9 0.8183909999999999 0.7316199999999999 0.000667 0.8268719999999998 0.09126 0.0016
21 NCI-H508 Zero 29.9 0.9507569999999999 0.48397999999999997 0.287533 0.936954 0.110684 0.0002
20 M14 MEK 29.9 0.9997999999999999 0.9993999999999998 0.6937989999999999 0.100532 0.002373 0.0004
21 NCI-H508 BRAF 29.9 0.954264 0.49589099999999997 0.290113 0.9396150000000001 0.10364900000000002 0.0002
22 SK-MEL-24 Zero 29.9 0.851859 0.47153599999999996 0.10729899999999999 0.317293 0.019462 0.0
23 A2058 Zero 29.9 0.9959999999999999 0.7418359999999998 0.23582600000000004 0.6979079999999999 0.30190700000000004 0.102969
21 NCI-H508 PI3K 29.8 0.947939 0.47731199999999996 0.0 0.9852799999999999 0.124237 0.0002
22 SK-MEL-24 BRAF 29.9 0.8402170000000001 0.441825 0.095402 0.324847 0.021827 0.0004
21 NCI-H508 p53 29.9 0.9502500000000002 0.46796899999999997 0.273358 0.9356070000000001 0.100102 0.0
23 A2058 BRAF 29.9 0.9944000000000001 0.532255 0.031216 0.763009 0.48194399999999993 0.17822899999999997
22 SK-MEL-24 PI3K 29.9 0.714969 0.21305900000000003 0.0004 0.608606 0.04543799999999999 0.001
21 NCI-H508 MEK 29.9 0.9450919999999999 0.488471 0.287243 0.9349509999999999 0.11221500000000001 0.0004
23 A2058 PI3K 29.8 0.9934 0.505526 0.0 0.9959999999999999 0.544013 0.219399
22 SK-MEL-24 p53 29.9 0.854914 0.45208800000000005 0.096839 0.306918 0.019920999999999998 0.0002
24 WM1552C Zero 29.9 0.824697 0.45622399999999996 0.134566 0.42997899999999994 0.06430699999999999 0.006538
23 A2058 p53 29.9 0.9943679999999999 0.732236 0.23945500000000003 0.643857 0.183492 0.0
22 SK-MEL-24 MEK 29.9 0.641848 0.17635099999999998 0.002 0.14489899999999997 0.0054210000000000005 0.0
24 WM1552C BRAF 29.9 0.853439 0.39158200000000004 0.079854 0.4173390000000001 0.059560999999999996 0.004957
23 A2058 MEK 29.9 0.991289 0.491776 0.001 0.7520649999999999 0.46697 0.179822
25 IGR-1 Zero 29.8 0.613984 0.411923 0.186227 0.542751 0.132935 2.9e-05
24 WM1552C PI3K 29.9 0.7021970000000001 0.199403 0.0008 0.50538 0.12755 0.010156
26 SNU-407 Zero 29.9 0.8501629999999999 0.8282119999999998 0.067508 0.9924 0.164033 0.0
25 IGR-1 BRAF 29.8 0.599647 0.419942 0.186614 0.522905 0.10689499999999999 0.0002
24 WM1552C p53 29.9 0.8211729999999999 0.457355 0.14361400000000002 0.20359800000000003 0.024121000000000004 0.0017649999999999999
26 SNU-407 BRAF 29.8 0.8513370000000001 0.8313650000000001 0.058988 0.992013 0.16176600000000002 0.0
25 IGR-1 PI3K 29.8 0.46093800000000007 0.34269000000000005 0.0 0.6259340000000001 0.24197200000000002 0.0002
24 WM1552C MEK 29.9 0.855158 0.2842429999999999 0.005 0.4629 0.06448399999999999 0.006925
26 SNU-407 PI3K 29.8 0.8538589999999999 0.830426 0.0 0.9999999999999999 0.179039 0.0
25 IGR-1 p53 29.8 0.6173449999999999 0.42813 0.190654 0.546171 0.124835 0.0
27 LoVo Zero 29.8 0.96894 0.951732 0.607452 0.815147 0.057428999999999994 0.0
26 SNU-407 p53 29.9 0.8520069999999998 0.8314619999999999 0.06462599999999999 0.9886609999999999 0.042778 0.0
25 IGR-1 MEK 29.9 0.561194 0.41767399999999993 0.031432 0.527625 0.08981600000000001 0.0004
27 LoVo BRAF 29.8 0.9679580000000001 0.9499990000000001 0.6149230000000001 0.819894 0.054383 0.0
26 SNU-407 MEK 29.9 0.8431999999999998 0.81844 0.014283 0.9895349999999999 0.165814 0.0
28 Hs-944-T Zero 29.9 0.9820000000000001 0.5627260000000001 0.11904499999999998 0.6789649999999999 0.064389 0.0021720000000000003
27 LoVo PI3K 29.8 0.97151 0.955677 0.0 1.0000000000000002 0.088253 0.0004
27 LoVo p53 29.8 0.971505 0.953521 0.61497 0.822875 0.053028 0.0
29 NCI-H747 Zero 29.8 0.6563939999999999 0.571398 0.223534 0.5393379999999999 0.023216 0.0
28 Hs-944-T BRAF 29.9 0.9526800000000002 0.45846900000000007 0.056084999999999996 0.6410950000000001 0.21270299999999998 0.020192
27 LoVo MEK 29.9 0.9721970000000001 0.9536440000000002 0.34414200000000006 0.8060189999999999 0.07819500000000001 0.001
29 NCI-H747 BRAF 29.8 0.6329 0.573578 0.08211500000000001 0.530452 0.022484 0.0
28 Hs-944-T PI3K 29.9 0.976063 0.393298 0.0 0.9142739999999999 0.087829 0.005286
30 IGR-37 Zero 29.8 0.9596420000000002 0.8734410000000001 0.7963260000000001 0.289072 0.031034 0.001689
29 NCI-H747 PI3K 29.8 0.609458 0.541335 0.0196 0.5716979999999999 0.021818000000000004 0.0
28 Hs-944-T p53 29.9 0.9791039999999999 0.5605920000000001 0.118372 0.671376 0.05184299999999999 0.0
30 IGR-37 BRAF 29.8 0.9536870000000001 0.874777 0.773301 0.29731 0.036337 0.0004
29 NCI-H747 p53 29.8 0.651641 0.5696260000000001 0.2394 0.522258 0.004028 0.0
28 Hs-944-T MEK 29.9 0.942994 0.37882299999999997 0.012503 0.6231840000000001 0.21067 0.017122
30 IGR-37 PI3K 29.8 0.883297 0.860055 0.0008 0.9655519999999999 0.219086 0.014904
29 NCI-H747 MEK 29.9 0.600236 0.564646 0.003563 0.5523319999999999 0.032712 0.0
31 SNU-175 Zero 29.9 0.628366 0.412365 0.168339 0.9467329999999999 0.219436 0.025653
30 IGR-37 p53 29.8 0.9626949999999999 0.876832 0.798411 0.28253100000000003 0.028468 0.001061
32 HT-29 Zero 29.8 0.8834460000000001 0.650038 0.427613 0.5104149999999998 0.068474 0.0032130000000000006
31 SNU-175 BRAF 29.9 0.6220490000000001 0.41498799999999997 0.151781 0.9566669999999999 0.26427 0.040649000000000005
30 IGR-37 MEK 29.9 0.8962950000000001 0.863523 0.117087 0.5376529999999999 0.07166799999999998 0.0028
32 HT-29 BRAF 29.8 0.8874019999999999 0.657671 0.409459 0.5127409999999999 0.075487 0.0036
31 SNU-175 PI3K 29.9 0.565336 0.41684899999999997 0.10868400000000002 0.9546379999999999 0.247413 0.032966999999999996
33 MEL-JUSO Zero 29.9 0.502385 0.4551420000000001 0.108673 0.969684 0.6697460000000001 0.021235
32 HT-29 PI3K 29.8 0.8588260000000001 0.63435 0.29337599999999997 0.5803499999999999 0.084883 0.004538
31 SNU-175 p53 29.9 0.6402499999999999 0.418845 0.17035700000000004 0.9375359999999999 0.14548100000000003 0.008
33 MEL-JUSO BRAF 29.9 0.501489 0.4512079999999999 0.10248099999999999 0.971187 0.667308 0.021148
32 HT-29 p53 29.8 0.89262 0.6583519999999999 0.437286 0.48408400000000007 0.06457700000000001 0.000238
33 MEL-JUSO PI3K 29.9 0.512091 0.463057 0.0 0.9864970000000001 0.7148610000000001 0.032129
31 SNU-175 MEK 29.9 0.6038539999999999 0.421607 0.14858900000000003 0.9489759999999998 0.264495 0.04309000000000001
33 MEL-JUSO p53 29.9 0.512833 0.463379 0.11345000000000001 0.9699679999999999 0.666221 0.020443
32 HT-29 MEK 29.9 0.8268890000000001 0.5867230000000001 0.108524 0.6059180000000001 0.17936799999999997 0.020171
34 IPC-298 Zero 29.8 0.9106960000000001 0.864414 0.385765 0.6924400000000002 0.273139 0.031363999999999996
35 HT-115 Zero 29.8 0.999601 0.998601 0.991202 0.6202359999999999 0.059927 0.0
33 MEL-JUSO MEK 29.9 0.30511400000000005 0.206016 0.029859 0.9382480000000001 0.5499860000000001 0.012805
34 IPC-298 BRAF 29.8 0.9079670000000001 0.8615240000000002 0.39759099999999997 0.6832180000000001 0.268198 0.0306
35 HT-115 BRAF 29.8 0.9997999999999999 0.9995999999999999 0.8581850000000001 0.6558379999999999 0.070924 0.0
36 T84 Zero 29.8 0.9988 0.9979999999999999 0.9466429999999999 0.54713 0.210077 0.034229
34 IPC-298 PI3K 29.8 0.886647 0.851945 0.0002 0.961401 0.468304 0.054813
35 HT-115 PI3K 29.8 0.9996000000000002 0.9986 0.619723 0.747413 0.114294 0.0007999999999999999
36 T84 BRAF 29.8 0.9992010000000001 0.9970010000000001 0.7926350000000001 0.546524 0.206293 0.033209999999999996
34 IPC-298 p53 29.8 0.912321 0.86093 0.381348 0.694471 0.25955399999999995 0.0014
35 HT-115 p53 29.8 1.000001 0.9994890000000001 0.990078 0.620464 0.057391 0.0002
36 T84 PI3K 29.8 0.9988 0.996015 0.0 0.9372229999999999 0.564455 0.102896
34 IPC-298 MEK 29.9 0.8889870000000002 0.8525510000000002 0.107161 0.6601370000000001 0.276344 0.026951
36 T84 p53 29.8 0.999199 0.997999 0.944935 0.5500060000000001 0.21207 0.025471
35 HT-115 MEK 29.9 0.9993749999999999 0.9990009999999999 0.011087 0.684678 0.086399 0.001
37 SW48 Zero 29.8 0.827451 0.748801 0.22336499999999998 0.5964240000000001 0.15952199999999997 0.0
36 T84 MEK 29.9 0.9987989999999999 0.9972009999999999 0.234653 0.536366 0.20694100000000004 0.036342
38 RKO Zero 29.8 0.9466750000000002 0.8197650000000001 0.642902 0.884667 0.029049 0.0012000000000000001
37 SW48 BRAF 29.9 0.834089 0.748046 0.220114 0.605429 0.169458 0.0
39 CaR-1 Zero 29.9 0.7396750000000002 0.6407110000000001 0.448158 0.299861 0.016533 0.0002
37 SW48 PI3K 29.9 0.798964 0.7200880000000001 0.10990699999999999 0.6719470000000001 0.209344 0.0
38 RKO BRAF 29.8 0.9510939999999999 0.8395139999999999 0.36067299999999997 0.9761949999999999 0.071966 0.0036000000000000003
39 CaR-1 BRAF 29.9 0.746364 0.648787 0.45895400000000003 0.313665 0.019112999999999998 0.0007999999999999999
37 SW48 p53 29.9 0.8274090000000001 0.7517460000000001 0.21521300000000002 0.6117610000000001 0.171306 0.0
38 RKO PI3K 29.8 0.9288760000000001 0.737759 0.0 0.9471499999999999 0.07703099999999999 0.002
39 CaR-1 PI3K 29.8 0.695287 0.559122 0.0 0.37956600000000007 0.044834 0.002
37 SW48 MEK 29.9 0.824031 0.7543479999999999 0.016843999999999998 0.6283369999999999 0.19504000000000002 0.0002
38 RKO p53 29.8 0.9427769999999999 0.8246009999999999 0.649829 0.8804519999999999 0.022667 0.0004
39 CaR-1 p53 29.9 0.741645 0.6480670000000001 0.45741699999999996 0.268297 0.004486 0.0
40 GP2d Zero 29.8 0.9982929999999998 0.9882209999999999 0.25233700000000003 0.9628709999999998 0.41275 0.081928
38 RKO MEK 29.9 0.9551880000000001 0.854933 0.017348 0.9899350000000001 0.07976899999999999 0.005200000000000001
39 CaR-1 MEK 29.9 0.741095 0.640049 0.3945 0.3113669999999999 0.022432 0.0006
41 CP66-MEL Zero 29.8 0.9450059999999999 0.929005 0.647804 0.178363 0.039792 0.006200000000000001
40 GP2d BRAF 29.8 0.9968000000000001 0.9896 0.229948 0.9722900000000001 0.5404909999999999 0.11304900000000001
42 CL-11 Zero 29.9 0.999199 0.998799 0.8195859999999999 0.35823200000000005 0.063969 0.005
41 CP66-MEL BRAF 29.8 0.9443739999999998 0.9293079999999998 0.5841769999999998 0.18759 0.050212 0.0074
40 GP2d PI3K 29.8 0.993914 0.985008 0.009399999999999999 1.000001 0.500011 0.096307
42 CL-11 BRAF 29.8 0.9996 0.999 0.805588 0.354555 0.06909 0.0038
41 CP66-MEL PI3K 29.8 0.943449 0.928276 0.07757 0.44818099999999994 0.09917700000000002 0.019892
40 GP2d p53 29.8 0.996175 0.987152 0.260075 0.9572729999999999 0.38006199999999996 0.0
42 CL-11 PI3K 29.8 0.9969999999999999 0.9945999999999999 0.0 0.92812 0.559238 0.064065
41 CP66-MEL p53 29.8 0.9463780000000002 0.9327240000000001 0.653761 0.154536 0.013493000000000002 0.0
40 GP2d MEK 29.9 0.997399 0.991457 0.195751 0.973858 0.5460670000000001 0.105088
42 CL-11 p53 29.8 0.9995989999999999 0.9983989999999999 0.8263369999999999 0.35954500000000006 0.07356499999999999 0.0054
41 CP66-MEL MEK 29.9 0.9372299999999998 0.927182 0.18383400000000003 0.206789 0.07491099999999999 0.0124
43 Hs-939-T Zero 29.8 0.979568 0.896655 0.578782 0.33993 0.113878 0.008467
42 CL-11 MEK 29.9 0.999344 0.99888 0.0 0.34594 0.029437 0.0
44 HT-144 Zero 29.8 0.968615 0.8892199999999999 0.45966 0.23822700000000002 0.045566 0.0
43 Hs-939-T BRAF 29.8 0.980897 0.8815939999999999 0.538516 0.324725 0.104196 0.008799
45 HCC2998 Zero 29.8 0.9972000000000001 0.9944000000000001 0.986132 0.8212519999999999 0.30907700000000005 0.0094
44 HT-144 BRAF 29.9 0.968507 0.8540559999999999 0.41624000000000005 0.21047 0.03642 0.0
45 HCC2998 BRAF 29.8 0.996801 0.995401 0.977439 0.8216000000000001 0.320257 0.0078
43 Hs-939-T PI3K 29.9 0.948569 0.7991039999999999 0.001 0.9438050000000001 0.40391600000000005 0.039888
44 HT-144 PI3K 29.9 0.965518 0.486518 0.0004 0.916999 0.233469 0.0
45 HCC2998 PI3K 29.8 0.9625619999999999 0.9555989999999999 0.5550689999999999 0.857743 0.42699 0.10174100000000001
43 Hs-939-T p53 29.9 0.9811040000000001 0.891769 0.5716169999999999 0.342745 0.10834000000000002 0.0094
44 HT-144 p53 29.9 0.9621179999999998 0.8920999999999998 0.45520900000000003 0.22803400000000001 0.045006000000000004 0.0
45 HCC2998 p53 29.8 0.9972 0.9944000000000001 0.9864 0.646413 0.039316000000000004 0.0006
43 Hs-939-T MEK 29.9 0.949766 0.7895340000000001 0.017859999999999997 0.10374900000000001 0.031875 0.0047409999999999996
45 HCC2998 MEK 29.9 0.9966000000000002 0.9958000000000001 0.373558 0.8575390000000002 0.36730700000000005 0.0088
44 HT-144 MEK 29.9 0.9665510000000002 0.644534 0.157396 0.215302 0.035113 0.0
46 SW1417 Zero 29.8 1.0 1.0 0.693768 0.5305480000000001 0.032458 0.0
47 CCK-81 Zero 29.9 0.818799 0.300163 0.08224599999999999 0.982599 0.41463099999999997 0.07193899999999999
46 SW1417 BRAF 29.8 1.000001 1.000001 0.621898 0.559515 0.038827 0.0
48 LIM1215 Zero 29.9 1.0 1.0 0.355272 0.8292970000000001 0.244826 0.044256
47 CCK-81 BRAF 29.9 0.816856 0.28440100000000007 0.067868 0.9865990000000001 0.43488499999999997 0.084592
46 SW1417 PI3K 29.8 1.000001 1.000001 0.0012000000000000001 0.8729929999999999 0.121428 0.0014
48 LIM1215 BRAF 29.9 1.000001 1.000001 0.336754 0.824487 0.23922000000000002 0.040052000000000004
47 CCK-81 PI3K 29.9 0.808271 0.28520799999999996 0.0007999999999999999 0.999801 0.477836 0.090634
46 SW1417 p53 29.8 0.9999999999999999 0.9999999999999999 0.6924319999999999 0.5371199999999999 0.038196999999999995 0.0002
48 LIM1215 PI3K 29.8 1.0000010000000001 1.0000010000000001 0.24332499999999999 0.861052 0.282601 0.048782
47 CCK-81 p53 29.9 0.823776 0.29574100000000003 0.076262 0.9757609999999999 0.23656000000000002 0.012976
48 LIM1215 p53 29.9 1.0000010000000001 1.0000010000000001 0.34936999999999996 0.698029 0.13173 0.0
46 SW1417 MEK 29.9 1.0 1.0 0.066883 0.809516 0.074027 0.001729
47 CCK-81 MEK 29.9 0.821509 0.2899629999999999 0.058830999999999994 0.9853249999999999 0.45574499999999996 0.08323
48 LIM1215 MEK 29.9 1.0000010000000001 1.0000010000000001 0.256359 0.8354430000000002 0.266834 0.046101
49 SW620 Zero 29.9 0.9881690000000001 0.9358000000000001 0.351327 0.706153 0.236322 0.0042
49 SW620 BRAF 29.9 0.9857210000000001 0.935 0.215143 0.9076400000000001 0.613542 0.0228
50 CL-34 Zero 29.8 0.999377 0.7781960000000001 0.394039 0.928005 0.6544939999999999 0.257352
51 DiFi Zero 29.9 1.0 1.0 0.799902 0.927804 0.6245099999999999 0.282124
49 SW620 PI3K 29.9 0.9839850000000001 0.9296420000000001 0.079427 0.7965590000000001 0.28114599999999995 0.007
51 DiFi BRAF 29.8 1.0 1.0 0.80743 0.932481 0.614021 0.279016
50 CL-34 BRAF 29.9 0.999132 0.782658 0.385247 0.9428400000000001 0.670571 0.27944199999999997
51 DiFi PI3K 29.9 1.0 1.0 0.062034 0.993 0.9206139999999999 0.665303
49 SW620 p53 29.8 0.983248 0.935593 0.34894800000000004 0.575961 0.018892000000000003 0.0
51 DiFi p53 29.9 1.0 1.0 0.801536 0.7119489999999999 0.345887 0.0
