n_profile Patient_ID Drug_ID Time Proliferation_b1 Proliferation_b2
14 CL-11 Zero 49.0 0.18186 0.096121
13 SK-MEL-2 BRAF 49.5 0.526846 0.400025
14 CL-11 BRAF 49.0 0.16914400000000002 0.083687
13 SK-MEL-2 PI3K 49.5 0.379328 0.0
14 CL-11 PI3K 49.0 0.146303 0.0
13 SK-MEL-2 p53 49.5 0.647169 0.557346
14 CL-11 p53 49.0 0.314578 0.182184
15 WM-115 Zero 49.0 0.207787 0.14907
15 WM-115 BRAF 49.0 0.208293 0.152715
16 SK-MEL-1 Zero 49.0 0.16387 0.127073
15 WM-115 PI3K 49.0 0.069042 0.0
16 SK-MEL-1 BRAF 49.0 0.170075 0.136461
16 SK-MEL-1 PI3K 49.0 0.163651 0.003832
15 WM-115 p53 49.0 0.335761 0.257223
16 SK-MEL-1 p53 49.0 0.28663500000000003 0.220619
17 LS1034 Zero 49.0 0.136485 0.038973
17 LS1034 BRAF 49.0 0.09470200000000001 0.038197
18 A375 Zero 49.0 0.165103 0.093593
17 LS1034 PI3K 49.0 0.093472 0.019051
18 A375 BRAF 49.0 0.153775 0.084416
17 LS1034 p53 49.0 0.19534300000000002 0.058318
18 A375 PI3K 49.0 0.035199 0.0
18 A375 p53 49.0 0.317713 0.178476
19 LB2518-MEL Zero 49.5 0.181054 0.074271
19 LB2518-MEL BRAF 49.5 0.17855300000000002 0.070082
20 LS-411N Zero 49.0 0.185883 0.10311
19 LB2518-MEL PI3K 49.5 0.089153 0.016512
19 LB2518-MEL p53 49.5 0.255729 0.106472
20 LS-411N BRAF 49.0 0.16773100000000002 0.097321
21 RCM-1 Zero 49.0 0.11591699999999999 0.037307
20 LS-411N PI3K 49.0 0.141993 0.0
21 RCM-1 BRAF 49.0 0.107377 0.040939
21 RCM-1 PI3K 49.0 0.125288 0.0
20 LS-411N p53 49.0 0.265065 0.150645
21 RCM-1 p53 49.0 0.181336 0.058789
22 WM1552C Zero 49.0 0.308641 0.250637
22 WM1552C BRAF 49.0 0.308321 0.248716
23 451Lu Zero 49.5 0.064041 0.024057
23 451Lu BRAF 49.5 0.045106999999999994 0.022382
22 WM1552C PI3K 49.0 0.371161 0.0
23 451Lu PI3K 49.5 0.077943 0.0
22 WM1552C p53 49.0 0.31817599999999996 0.295017
23 451Lu p53 49.5 0.075684 0.027576
24 LoVo Zero 49.0 0.303737 0.158846
24 LoVo BRAF 49.0 0.284846 0.167903
25 Geo Zero 49.0 0.069085 0.008246
25 Geo BRAF 49.0 0.05415 0.003952
24 LoVo PI3K 49.0 0.241041 0.0
25 Geo PI3K 49.0 0.0135 0.0
24 LoVo p53 49.0 0.560864 0.307667
25 Geo p53 49.0 0.129892 0.016807
26 COLO-792 Zero 49.0 0.165742 0.095011
26 COLO-792 BRAF 49.0 0.168348 0.095914
26 COLO-792 PI3K 49.0 0.108175 0.0
27 Hs-944-T Zero 49.0 0.45572999999999997 0.295699
26 COLO-792 p53 49.0 0.194437 0.110601
27 Hs-944-T BRAF 49.0 0.450283 0.289767
27 Hs-944-T PI3K 49.0 0.246222 0.0
28 UACC-257 Zero 49.0 0.052833000000000005 0.018412
27 Hs-944-T p53 49.0 0.544115 0.347266
28 UACC-257 BRAF 49.0 0.035014 0.017187
28 UACC-257 PI3K 49.0 0.042912 0.0
29 SNU-1040 Zero 49.0 0.514132 0.411979
28 UACC-257 p53 49.0 0.078516 0.031703
29 SNU-1040 BRAF 49.0 0.493838 0.402508
30 SK-MEL-5 Zero 49.0 0.048265 0.026266
29 SNU-1040 PI3K 49.0 0.35951 0.0
30 SK-MEL-5 BRAF 49.0 0.048645999999999995 0.02924
30 SK-MEL-5 PI3K 49.0 0.020705 0.0
29 SNU-1040 p53 49.0 0.730629 0.585924
30 SK-MEL-5 p53 49.0 0.093115 0.055866
31 SNU-61 Zero 49.0 0.066873 0.040814
31 SNU-61 BRAF 49.0 0.059711 0.038322
32 COLO-783 Zero 49.0 0.58762 0.316907
31 SNU-61 PI3K 49.0 0.060959 0.0
31 SNU-61 p53 49.0 0.13178099999999998 0.081727
32 COLO-783 BRAF 49.0 0.5726 0.300113
33 KM12 Zero 49.0 0.105936 0.03901
32 COLO-783 PI3K 49.0 0.477005 0.0
33 KM12 BRAF 49.0 0.098845 0.037203
32 COLO-783 p53 49.0 0.7537659999999999 0.6847
33 KM12 PI3K 49.0 0.110225 0.0
33 KM12 p53 49.0 0.185693 0.07098
34 LIM1215 Zero 49.0 0.5067269999999999 0.243083
34 LIM1215 BRAF 49.0 0.5031540000000001 0.251775
35 MMAc-SF Zero 49.5 0.06289600000000001 0.041647
34 LIM1215 PI3K 49.0 0.16117399999999998 0.062014
35 MMAc-SF BRAF 49.5 0.050741999999999995 0.034566
34 LIM1215 p53 49.0 0.6707620000000001 0.382338
35 MMAc-SF PI3K 49.5 0.136147 0.0
36 SW48 Zero 49.0 0.268367 0.175509
35 MMAc-SF p53 49.5 0.08663799999999999 0.057012
36 SW48 BRAF 49.0 0.212964 0.175478
37 COLO-829 Zero 49.0 0.021136000000000002 0.01053
36 SW48 PI3K 49.0 0.348798 0.005295
37 COLO-829 BRAF 49.0 0.022371000000000002 0.010585
36 SW48 p53 49.0 0.509135 0.329146
37 COLO-829 PI3K 49.0 0.03154 0.0
37 COLO-829 p53 49.0 0.030344 0.01474
38 NCI-H747 Zero 49.0 0.283161 0.241473
38 NCI-H747 BRAF 49.0 0.278992 0.242865
39 HT55 Zero 49.0 0.627057 0.242751
38 NCI-H747 PI3K 49.0 0.14144199999999998 0.00743
39 HT55 BRAF 49.0 0.611985 0.242319
38 NCI-H747 p53 49.0 0.521842 0.468492
39 HT55 PI3K 49.0 0.526738 0.142526
40 DiFi Zero 49.0 0.439451 0.341317
39 HT55 p53 49.0 0.8025720000000001 0.300039
40 DiFi BRAF 49.0 0.44188099999999997 0.349049
41 MZ2-MEL Zero 49.5 0.098367 0.057238
40 DiFi PI3K 49.0 0.336003 0.0
41 MZ2-MEL BRAF 49.5 0.090815 0.052425
41 MZ2-MEL PI3K 49.5 0.002347 0.0
40 DiFi p53 49.0 0.691518 0.56502
41 MZ2-MEL p53 49.5 0.192029 0.113797
42 SK-MEL-28 Zero 49.0 0.034957 0.015994
42 SK-MEL-28 BRAF 49.0 0.026782 0.012337
43 COLO-800 Zero 49.0 0.047008 0.029718
42 SK-MEL-28 PI3K 49.0 0.018129 0.0
43 COLO-800 BRAF 49.0 0.043705999999999995 0.027375
42 SK-MEL-28 p53 49.0 0.092523 0.056906
43 COLO-800 PI3K 49.0 0.005829 0.0
43 COLO-800 p53 49.0 0.075419 0.047155
44 WT Zero 49.0 0.22822599999999998 0.133786
45 CW-2 Zero 49.0 0.12378900000000001 0.03686
44 WT BRAF 49.0 0.221796 0.129977
45 CW-2 BRAF 49.0 0.08831900000000001 0.03611
45 CW-2 PI3K 49.0 0.078415 0.0
44 WT PI3K 49.0 0.13784 0.0
45 CW-2 p53 49.0 0.19548100000000002 0.065227
44 WT p53 49.0 0.457769 0.263669
46 COLO-679 Zero 49.0 0.103575 0.05227
46 COLO-679 BRAF 49.0 0.07011 0.041247
47 NCI-H716 Zero 49.0 0.5954200000000001 0.397422
46 COLO-679 PI3K 49.0 0.102245 0.0
47 NCI-H716 BRAF 49.0 0.590375 0.389301
46 COLO-679 p53 49.0 0.199375 0.101156
47 NCI-H716 PI3K 49.0 0.519085 0.113942
48 MDST8 Zero 49.0 0.10547300000000001 0.051969
47 NCI-H716 p53 49.0 0.587384 0.41483
48 MDST8 BRAF 49.0 0.08847 0.051565
49 RVH-421 Zero 49.5 0.167009 0.092732
48 MDST8 PI3K 49.0 0.148152 0.0
49 RVH-421 BRAF 49.5 0.161759 0.092521
49 RVH-421 PI3K 49.5 0.125517 0.0
48 MDST8 p53 49.0 0.213555 0.108594
49 RVH-421 p53 49.5 0.253033 0.2085
50 NCI-H508 Zero 49.0 0.027315 0.001269
50 NCI-H508 BRAF 49.0 0.006495 0.001471
50 NCI-H508 PI3K 49.0 0.033022 0.0
51 LB373-MEL-D Zero 49.5 0.321137 0.168512
50 NCI-H508 p53 49.0 0.060116 0.003194
51 LB373-MEL-D BRAF 49.5 0.266034 0.126918
52 GP2d Zero 49.0 0.466662 0.240519
52 GP2d BRAF 49.0 0.388393 0.242558
51 LB373-MEL-D PI3K 49.5 0.200131 0.005326
52 GP2d PI3K 49.0 0.439512 0.0
51 LB373-MEL-D p53 49.5 0.4085 0.246422
52 GP2d p53 49.0 0.7957179999999999 0.443301
53 HMV-II Zero 49.5 0.5161560000000001 0.22498
53 HMV-II BRAF 49.5 0.518066 0.222971
54 IPC-298 Zero 49.0 0.300122 0.20323
53 HMV-II PI3K 49.5 0.288744 0.003307
54 IPC-298 BRAF 49.0 0.291147 0.19832
53 HMV-II p53 49.5 0.5925389999999999 0.282991
54 IPC-298 PI3K 49.0 0.099422 0.0
54 IPC-298 p53 49.0 0.355956 0.281626
55 IST-MEL1 Zero 49.5 0.430087 0.307575
55 IST-MEL1 BRAF 49.5 0.42602300000000004 0.312174
56 WM35 Zero 49.5 0.18212899999999999 0.119755
55 IST-MEL1 PI3K 49.5 0.369482 0.0
56 WM35 BRAF 49.5 0.18916899999999998 0.125686
55 IST-MEL1 p53 49.5 0.719505 0.656026
56 WM35 PI3K 49.5 0.105981 0.0
56 WM35 p53 49.5 0.347297 0.297009
57 Malme-3M Zero 49.0 0.219692 0.123478
57 Malme-3M BRAF 49.0 0.21208100000000002 0.114484
58 WM-266-4 Zero 49.0 0.072883 0.046474
58 WM-266-4 BRAF 49.0 0.07664499999999999 0.043365
57 Malme-3M PI3K 49.0 0.183463 0.072658
58 WM-266-4 PI3K 49.0 0.027692 0.0
57 Malme-3M p53 49.0 0.252782 0.155918
58 WM-266-4 p53 49.0 0.13741799999999998 0.108348
59 COLO-320-HSR Zero 49.0 0.581805 0.342008
59 COLO-320-HSR BRAF 49.0 0.453621 0.340212
59 COLO-320-HSR PI3K 49.0 0.521016 0.0
60 SK-MEL-3 Zero 49.0 0.115966 0.054166
59 COLO-320-HSR p53 49.0 0.6488619999999999 0.501956
60 SK-MEL-3 BRAF 49.0 0.11973600000000001 0.053776
61 HT-144 Zero 49.0 0.40063499999999996 0.290651
60 SK-MEL-3 PI3K 49.0 0.103713 0.0
61 HT-144 BRAF 49.0 0.40486999999999995 0.296332
60 SK-MEL-3 p53 49.0 0.18986599999999998 0.121525
61 HT-144 PI3K 49.0 0.067822 0.0
62 LS-123 Zero 49.0 0.066063 0.038671
61 HT-144 p53 49.0 0.631533 0.519059
62 LS-123 BRAF 49.0 0.054862 0.039055
63 K2 Zero 49.5 0.06075 0.03322
62 LS-123 PI3K 49.0 0.019555 0.0
63 K2 BRAF 49.5 0.06279699999999999 0.035197
62 LS-123 p53 49.0 0.086633 0.051364
63 K2 PI3K 49.5 0.099544 0.0
64 HT-29 Zero 49.0 0.241042 0.131696
63 K2 p53 49.5 0.075114 0.049636
64 HT-29 BRAF 49.0 0.144062 0.113068
65 T84 Zero 49.0 0.295693 0.118428
64 HT-29 PI3K 49.0 0.4147 0.047512
65 T84 BRAF 49.0 0.299287 0.118051
64 HT-29 p53 49.0 0.334414 0.181785
65 T84 PI3K 49.0 0.154867 0.0
66 WM793B Zero 49.5 0.427616 0.234586
65 T84 p53 49.0 0.45857200000000004 0.188151
66 WM793B BRAF 49.5 0.21648099999999998 0.15089
66 WM793B PI3K 49.5 0.322803 0.008743
67 G-361 Zero 49.0 0.338624 0.269837
66 WM793B p53 49.5 0.639554 0.345104
67 G-361 BRAF 49.0 0.328679 0.270074
67 G-361 PI3K 49.0 0.1312 0.0
68 LS-513 Zero 49.0 0.032386 0.010264
67 G-361 p53 49.0 0.576578 0.452996
68 LS-513 BRAF 49.0 0.028914000000000002 0.012616
69 WM278 Zero 49.5 0.104292 0.07309
68 LS-513 PI3K 49.0 0.023632 0.0004
69 WM278 BRAF 49.5 0.042785 0.027509
68 LS-513 p53 49.0 0.068271 0.021349
69 WM278 PI3K 49.5 0.163538 0.0
70 SNU-407 Zero 49.0 0.16009099999999998 0.078151
69 WM278 p53 49.5 0.315086 0.220217
70 SNU-407 BRAF 49.0 0.133634 0.078748
70 SNU-407 PI3K 49.0 0.128934 0.0
71 SW626 Zero 49.0 0.262527 0.174768
70 SNU-407 p53 49.0 0.304988 0.146444
71 SW626 BRAF 49.0 0.22903800000000002 0.153787
72 RKO Zero 49.0 0.3648 0.234169
71 SW626 PI3K 49.0 0.192712 0.005294
72 RKO BRAF 49.0 0.235854 0.188118
71 SW626 p53 49.0 0.433151 0.284534
72 RKO PI3K 49.0 0.377128 0.0
73 SNU-283 Zero 49.0 0.5747 0.334301
72 RKO p53 49.0 0.548397 0.367959
73 SNU-283 BRAF 49.0 0.552711 0.325642
74 SNU-175 Zero 49.0 0.551517 0.3414
73 SNU-283 PI3K 49.0 0.519383 0.195207
74 SNU-175 BRAF 49.0 0.44075 0.343236
73 SNU-283 p53 49.0 0.623826 0.347695
74 SNU-175 PI3K 49.0 0.537154 0.102252
75 C2BBe1 Zero 49.5 0.859036 0.568756
74 SNU-175 p53 49.0 0.8604879999999999 0.541924
75 C2BBe1 BRAF 49.5 0.86046 0.584811
76 CL-40 Zero 49.0 0.14071 0.051714
75 C2BBe1 PI3K 49.0 0.737343 0.165999
76 CL-40 BRAF 49.0 0.12393499999999999 0.056625
75 C2BBe1 p53 49.5 0.937471 0.630654
76 CL-40 PI3K 49.0 0.031997 0.002138
77 LOXIMVI Zero 49.0 0.236958 0.136895
76 CL-40 p53 49.0 0.166974 0.067464
77 LOXIMVI BRAF 49.0 0.23444199999999998 0.13716
78 SW403 Zero 49.0 0.034031 0.004139
77 LOXIMVI PI3K 49.0 0.185411 0.0
78 SW403 BRAF 49.0 0.027132 0.004134
78 SW403 PI3K 49.0 0.026951 0.003935
77 LOXIMVI p53 49.0 0.435373 0.245479
78 SW403 p53 49.0 0.047644000000000006 0.004853
79 GP5d Zero 49.0 0.582705 0.229477
79 GP5d BRAF 49.0 0.4101 0.245126
80 SNU-C1 Zero 49.0 0.6770539999999999 0.522288
79 GP5d PI3K 49.0 0.571033 0.086953
80 SNU-C1 BRAF 49.0 0.634678 0.500933
79 GP5d p53 49.0 0.873086 0.354752
80 SNU-C1 PI3K 49.0 0.595826 0.345143
81 CP66-MEL Zero 49.5 0.209147 0.138189
80 SNU-C1 p53 49.0 0.865402 0.608847
81 CP66-MEL BRAF 49.5 0.196741 0.135258
82 SK-MEL-31 Zero 49.0 0.148059 0.090288
81 CP66-MEL PI3K 49.5 0.14910800000000002 0.004418
82 SK-MEL-31 BRAF 49.0 0.131585 0.084643
82 SK-MEL-31 PI3K 49.0 0.190041 0.0
81 CP66-MEL p53 49.5 0.505918 0.341248
82 SK-MEL-31 p53 49.0 0.16363 0.105623
83 HCT-15 Zero 49.0 0.722102 0.563747
83 HCT-15 BRAF 49.0 0.706905 0.559499
84 SW1463 Zero 49.0 0.10922799999999999 0.056665
83 HCT-15 PI3K 49.0 0.541716 0.228341
84 SW1463 BRAF 49.0 0.100267 0.056104
83 HCT-15 p53 49.0 0.8304050000000001 0.653498
84 SW1463 PI3K 49.0 0.13517400000000002 0.027253
85 UACC-62 Zero 49.0 0.022247 0.006633
84 SW1463 p53 49.0 0.17216900000000002 0.102562
85 UACC-62 BRAF 49.0 0.015184 0.004591
86 MEL-JUSO Zero 49.0 0.209583 0.196321
85 UACC-62 PI3K 49.0 0.016457 0.0
86 MEL-JUSO BRAF 49.0 0.207308 0.193232
85 UACC-62 p53 49.0 0.048389 0.011658
86 MEL-JUSO PI3K 49.0 0.007148 0.0
86 MEL-JUSO p53 49.0 0.30620200000000003 0.285312
87 OUMS-23 Zero 49.0 0.152691 0.039984
87 OUMS-23 BRAF 49.0 0.11958 0.041589
88 IGR-37 Zero 49.0 0.5489809999999999 0.333623
88 IGR-37 BRAF 49.0 0.53222 0.324703
87 OUMS-23 PI3K 49.0 0.118702 0.0008
88 IGR-37 PI3K 49.0 0.439233 0.0
87 OUMS-23 p53 49.0 0.23213 0.048427
88 IGR-37 p53 49.0 0.6023890000000001 0.42673
89 SK-CO-1 Zero 49.0 0.256101 0.053949
89 SK-CO-1 BRAF 49.0 0.113453 0.053883
90 SK-MEL-30 Zero 49.0 0.37632699999999997 0.2391
90 SK-MEL-30 BRAF 49.0 0.385165 0.243396
89 SK-CO-1 PI3K 49.0 0.240965 0.0
90 SK-MEL-30 PI3K 49.0 0.261992 0.0
89 SK-CO-1 p53 49.0 0.276234 0.062463
90 SK-MEL-30 p53 49.0 0.465579 0.346283
91 SNU-C2B Zero 49.0 0.717654 0.651428
91 SNU-C2B BRAF 49.0 0.696667 0.648911
91 SNU-C2B PI3K 49.0 0.524007 0.351575
92 SNU-C5 Zero 49.0 0.591676 0.420798
91 SNU-C2B p53 49.0 0.944056 0.805389
92 SNU-C5 BRAF 49.0 0.58667 0.438772
93 Hs-940-T Zero 49.0 0.197341 0.141985
92 SNU-C5 PI3K 49.0 0.42051 0.01004
93 Hs-940-T BRAF 49.0 0.196734 0.140977
92 SNU-C5 p53 49.0 0.7784979999999999 0.577876
93 Hs-940-T PI3K 49.0 0.052463 0.0
94 G-MEL Zero 49.5 0.027395000000000003 0.007953
93 Hs-940-T p53 49.0 0.252556 0.179858
94 G-MEL BRAF 49.5 0.023718000000000003 0.007134
94 G-MEL PI3K 49.5 0.01648 0.0
95 Hs-939-T Zero 49.0 0.17515799999999998 0.085896
94 G-MEL p53 49.5 0.026403000000000003 0.008001
95 Hs-939-T BRAF 49.0 0.17819200000000002 0.085411
96 SW837 Zero 49.0 0.350169 0.205285
96 SW837 BRAF 49.0 0.268665 0.16319
95 Hs-939-T PI3K 49.0 0.105652 0.0
96 SW837 PI3K 49.0 0.309991 0.04443
95 Hs-939-T p53 49.0 0.219602 0.145609
96 SW837 p53 49.0 0.454319 0.356782
97 COLO-320 Zero 49.0 0.5884469999999999 0.447461
97 COLO-320 BRAF 49.0 0.474586 0.444214
97 COLO-320 PI3K 49.0 0.532652 0.0
98 SK-MEL-24 Zero 49.0 0.057099 0.042018
97 COLO-320 p53 49.0 0.665937 0.634448
98 SK-MEL-24 BRAF 49.0 0.055788 0.043952
98 SK-MEL-24 PI3K 49.0 0.03298 0.0
99 HT-115 Zero 49.0 0.710219 0.625518
98 SK-MEL-24 p53 49.0 0.069128 0.053237
99 HT-115 BRAF 49.0 0.7069799999999999 0.625346
100 SH-4 Zero 49.0 0.097936 0.064593
99 HT-115 PI3K 49.0 0.540991 0.355051
100 SH-4 BRAF 49.0 0.086044 0.066923
99 HT-115 p53 49.0 0.795786 0.687352
100 SH-4 PI3K 49.0 0.091327 0.0
100 SH-4 p53 49.0 0.23505399999999999 0.152281
101 COLO-201 Zero 49.0 0.252702 0.049486
101 COLO-201 BRAF 49.0 0.120678 0.05785
102 MEL-HO Zero 49.0 0.073732 0.041903
102 MEL-HO BRAF 49.0 0.084106 0.050001
101 COLO-201 PI3K 49.0 0.306987 0.00215
102 MEL-HO PI3K 49.0 0.059811 0.0
101 COLO-201 p53 49.0 0.34398700000000004 0.075178
102 MEL-HO p53 49.0 0.103504 0.078653
103 CP50-MEL-B Zero 49.5 0.239352 0.068
103 CP50-MEL-B BRAF 49.5 0.23041099999999998 0.060462
104 SW948 Zero 49.0 0.482136 0.267124
103 CP50-MEL-B PI3K 49.5 0.134721 0.002635
104 SW948 BRAF 49.0 0.460778 0.279532
103 CP50-MEL-B p53 49.5 0.424091 0.184334
104 SW948 PI3K 49.0 0.46863 0.006893
105 IGR-1 Zero 49.0 0.111515 0.086229
104 SW948 p53 49.0 0.6588149999999999 0.426002
105 IGR-1 BRAF 49.0 0.114244 0.08817
105 IGR-1 PI3K 49.0 0.043759 0.0
106 CCK-81 Zero 49.0 0.227241 0.103632
105 IGR-1 p53 49.0 0.135299 0.105594
106 CCK-81 BRAF 49.0 0.197312 0.10457
107 GAK Zero 49.5 0.017912 0.005132
106 CCK-81 PI3K 49.0 0.181508 0.0
107 GAK BRAF 49.5 0.019851 0.006777
107 GAK PI3K 49.5 0.034487 0.0
106 CCK-81 p53 49.0 0.529237 0.291106
107 GAK p53 49.5 0.028607 0.012937
108 Mewo Zero 49.0 0.5425310000000001 0.229254
108 Mewo BRAF 49.0 0.541787 0.239849
108 Mewo PI3K 49.0 0.483071 0.0
109 CP67-MEL Zero 49.5 0.7145140000000001 0.632627
108 Mewo p53 49.0 0.584912 0.352345
109 CP67-MEL BRAF 49.5 0.71412 0.638695
110 A2058 Zero 49.0 0.068935 0.030964
109 CP67-MEL PI3K 49.5 0.450946 0.085942
110 A2058 BRAF 49.0 0.067739 0.032694
109 CP67-MEL p53 49.5 0.769581 0.694135
110 A2058 PI3K 49.0 0.027012 0.0
111 M14 Zero 49.5 0.610553 0.330645
110 A2058 p53 49.0 0.12084600000000001 0.058699
111 M14 BRAF 49.5 0.620611 0.332483
112 VMRC-MELG Zero 49.0 0.333731 0.182055
111 M14 PI3K 49.5 0.327051 0.0
112 VMRC-MELG BRAF 49.0 0.33968699999999996 0.188551
111 M14 p53 49.5 0.7932509999999999 0.70053
112 VMRC-MELG PI3K 49.0 0.233091 0.003927
113 RPMI-7951 Zero 49.0 0.317059 0.233163
112 VMRC-MELG p53 49.0 0.40540899999999996 0.254194
113 RPMI-7951 BRAF 49.0 0.280179 0.221091
114 COLO-205 Zero 49.0 0.096917 0.012957
113 RPMI-7951 PI3K 49.0 0.066053 0.0
114 COLO-205 BRAF 49.0 0.039812 0.013779
113 RPMI-7951 p53 49.0 0.336897 0.239646
114 COLO-205 PI3K 49.0 0.097816 0.009755
114 COLO-205 p53 49.0 0.262079 0.022365
115 CHL-1 Zero 49.5 0.707119 0.573957
115 CHL-1 BRAF 49.5 0.687897 0.561237
115 CHL-1 PI3K 49.5 0.439059 0.0
115 CHL-1 p53 49.5 0.849552 0.792612
