n_profile Patient_ID Drug_ID Time RAS SOS GRB2 SPRY PI3K GAB1 EGF EGFR HGF MET CRAF FGF
7 LS-180 Zero 49.0 0.5028379999999999 0.4370199999999998 0.2468210000000001 0.7094849999999995 0.25050000000000006 0.49281500000000006 0.7591979999999997 0.8676389999999996 0.4922029999999998 0.4922029999999998 0.5886959999999996 0.08740500000000002
7 LS-180 BRAF 49.0 0.5273439999999995 0.4711499999999996 0.26034599999999997 0.7048179999999997 0.2677919999999998 0.5066699999999994 0.7687999999999997 0.8663029999999999 0.5000019999999995 0.5000019999999995 0.6153859999999997 0.08179800000000001
8 IGR-1 Zero 49.0 0.10625900000000002 0.08548100000000002 0.05988 0.12516300000000002 0.3919290000000001 0.5153940000000001 0.3264 0.057139999999999996 0.5126010000000001 0.5126010000000001 0.10337400000000001 0.0
7 LS-180 PI3K 49.0 0.5065459999999998 0.4493169999999999 0.24179399999999995 0.7260649999999998 0.0 0.49932400000000005 0.7562019999999999 0.8663310000000006 0.49720099999999984 0.49720099999999984 0.5926219999999999 0.09199999999999998
8 IGR-1 BRAF 49.0 0.10652700000000001 0.08665700000000001 0.06019899999999998 0.11793500000000001 0.383405 0.508098 0.333598 0.058485999999999996 0.504401 0.504401 0.10456800000000002 0.0
8 IGR-1 PI3K 49.0 0.09783199999999997 0.082909 0.057634 0.11962199999999999 0.0 0.504126 0.3234009999999999 0.055041 0.5004000000000001 0.5004000000000001 0.100825 0.0
7 LS-180 p53 49.0 0.5166799999999995 0.4558889999999996 0.2438170000000002 0.7144149999999988 0.5547429999999991 0.5092499999999998 0.763398999999999 0.8695469999999988 0.5076029999999997 0.5076029999999997 0.6010999999999987 0.084397
8 IGR-1 p53 49.0 0.10496799999999999 0.08644099999999999 0.058485999999999996 0.120913 0.4918509999999999 0.49665700000000007 0.3232009999999999 0.056877000000000004 0.49239900000000003 0.49239900000000003 0.10602099999999999 0.0
9 SK-MEL-1 Zero 49.0 0.26835599999999993 0.09426400000000003 0.3455410000000001 0.49298999999999993 0.3038099999999999 0.5140969999999997 0.3032039999999999 0.015151 0.5076069999999997 0.5076069999999997 0.22849200000000006 0.2668029999999999
9 SK-MEL-1 BRAF 49.0 0.2993699999999997 0.11013800000000004 0.3505179999999999 0.4625269999999999 0.302919 0.507648 0.3046039999999999 0.017067999999999993 0.49999800000000005 0.49999800000000005 0.2612989999999999 0.26940199999999964
9 SK-MEL-1 PI3K 49.0 0.23711200000000004 0.05715299999999999 0.3122169999999997 0.5320570000000002 0.0 0.5130820000000001 0.2997969999999998 0.016425 0.506401 0.506401 0.1988320000000001 0.26419999999999993
10 WM35 Zero 49.5 0.028463000000000002 0.10352399999999999 0.2411100000000001 0.36590099999999987 0.423425 0.3251819999999999 0.17200000000000007 0.0 0.49759599999999976 0.3256339999999999 0.15205900000000003 0.0
10 WM35 BRAF 49.5 0.029103 0.10966 0.2516510000000001 0.34386199999999995 0.421888 0.328893 0.17340000000000005 0.0 0.520399 0.329307 0.15523099999999995 0.0
9 SK-MEL-1 p53 49.0 0.29607 0.10440400000000001 0.3648999999999999 0.478949 0.5502979999999997 0.5171399999999999 0.3069979999999999 0.018203 0.5077989999999998 0.5077989999999998 0.25501599999999996 0.26200400000000007
10 WM35 PI3K 49.5 0.03272699999999999 0.108346 0.24904899999999996 0.36323600000000006 0.0 0.330616 0.179401 0.0 0.502602 0.33102600000000004 0.152151 0.0
11 COLO-679 Zero 49.0 0.05198099999999999 0.06268599999999999 0.6524539999999995 0.370032 0.4287640000000001 0.47513099999999986 0.3764059999999999 0.018966 0.5024009999999997 0.49800099999999986 0.05620699999999998 0.0
10 WM35 p53 49.5 0.032622000000000005 0.10432500000000001 0.25312699999999994 0.3445659999999998 0.9800880000000004 0.312812 0.17879799999999998 0.0 0.4967999999999999 0.313513 0.14956600000000006 0.0
11 COLO-679 BRAF 49.0 0.06939699999999999 0.08616 0.7308629999999998 0.28647699999999987 0.44402999999999976 0.46868799999999994 0.36699599999999977 0.019044 0.4923949999999998 0.4901959999999998 0.07120399999999999 0.0
11 COLO-679 PI3K 49.0 0.045601000000000017 0.054111000000000006 0.6068709999999997 0.42894 0.0 0.47416500000000006 0.366999 0.015305000000000001 0.503203 0.498207 0.04326599999999999 0.0
12 GP5d Zero 49.0 0.7593639999999999 0.7373480000000001 0.24101100000000011 0.6847639999999999 0.3198909999999999 0.5428959999999997 0.14300200000000005 0.6120399999999996 0.5042049999999998 0.5042049999999998 0.759533 0.0
11 COLO-679 p53 49.0 0.071178 0.082595 0.6674139999999994 0.34708899999999987 0.7870739999999996 0.47574599999999984 0.37120099999999995 0.015666 0.5036009999999995 0.49980099999999966 0.06929900000000001 0.0
12 GP5d BRAF 49.0 0.8422419999999999 0.8160530000000001 0.2977959999999999 0.6169429999999996 0.33323399999999986 0.5438849999999997 0.15100400000000008 0.6327569999999996 0.49440300000000004 0.49440300000000004 0.8461459999999996 0.0
12 GP5d PI3K 49.0 0.7310629999999999 0.7104829999999998 0.23594099999999998 0.6900679999999999 0.0 0.5411139999999999 0.1528 0.6237999999999998 0.506401 0.506401 0.7355889999999999 0.0
13 COLO-792 Zero 49.0 0.031145999999999997 0.019341999999999998 0.8058149999999998 0.30311799999999994 0.46358299999999986 0.5699949999999998 0.10120100000000003 0.0102 0.504601 0.504601 0.16169000000000003 0.0
12 GP5d p53 49.0 0.792936 0.7693980000000004 0.2742679999999999 0.6551549999999998 0.5778070000000002 0.5416059999999999 0.14440000000000008 0.6416810000000002 0.4990019999999999 0.4990019999999999 0.7879410000000001 0.0
13 COLO-792 BRAF 49.0 0.03115099999999999 0.018584999999999997 0.8003460000000001 0.3054999999999999 0.46522100000000005 0.5633829999999999 0.10620200000000006 0.007 0.5000030000000001 0.5000030000000001 0.1592570000000001 0.0
13 COLO-792 PI3K 49.0 0.036778 0.019471 0.7980110000000004 0.31143499999999996 0.0 0.5732020000000003 0.10060000000000002 0.008507 0.5094020000000001 0.5094020000000001 0.17056899999999997 0.0
14 M14 Zero 49.5 0.16502000000000008 0.14437200000000003 0.18417600000000003 0.8157059999999997 0.43995900000000004 0.22350900000000007 0.07680000000000005 0.0 0.5070049999999999 0.22434400000000007 0.1669530000000001 0.03940199999999999
13 COLO-792 p53 49.0 0.032281 0.016251000000000005 0.8062389999999999 0.3154199999999998 0.514288 0.5652010000000001 0.10179900000000003 0.007899000000000002 0.5038000000000001 0.5038000000000001 0.17609000000000002 0.0
14 M14 BRAF 49.5 0.18225200000000003 0.15455200000000002 0.19387100000000007 0.8047069999999991 0.44251599999999974 0.22857100000000016 0.08039700000000005 0.0 0.5011989999999996 0.2289860000000002 0.18225300000000005 0.039400999999999985
15 WM793B Zero 49.5 0.030530999999999992 0.029677 0.23133400000000015 0.9469709999999996 0.3400559999999999 0.4822149999999999 0.4341999999999999 0.6333299999999993 0.497201 0.496026 0.010582000000000001 0.20219900000000002
14 M14 PI3K 49.5 0.153949 0.12506600000000007 0.16774200000000003 0.8220179999999996 0.0 0.21887100000000004 0.07499700000000006 0.0 0.48199599999999987 0.21944100000000005 0.150707 0.043403
15 WM793B BRAF 49.5 0.1475690000000001 0.14061400000000004 0.5372139999999991 0.7801599999999992 0.4732919999999998 0.5320219999999994 0.45519699999999963 0.7030169999999991 0.49859499999999957 0.4975949999999996 0.04677000000000001 0.1970000000000001
14 M14 p53 49.5 0.16522399999999998 0.14473 0.18795499999999996 0.8005009999999999 0.9845439999999995 0.23227400000000004 0.06800100000000002 0.0 0.49939700000000015 0.232612 0.160723 0.041800999999999984
15 WM793B PI3K 49.5 0.014377000000000003 0.013472000000000001 0.23077700000000018 0.9623909999999996 0.0 0.4847489999999998 0.4417989999999999 0.6303179999999996 0.49899999999999967 0.49739999999999984 0.0047150000000000004 0.20020000000000013
16 GP2d Zero 49.0 0.6825259999999999 0.5724999999999997 0.43166099999999996 0.5033679999999998 0.33469799999999994 0.5250029999999999 0.12039600000000003 0.6287029999999999 0.4999999999999999 0.4999999999999999 0.7767840000000001 0.0
15 WM793B p53 49.5 0.041163 0.038493999999999993 0.24511900000000023 0.9351149999999998 0.5528619999999999 0.4913849999999998 0.44260499999999964 0.635527 0.5014019999999997 0.5003239999999998 0.013049 0.19820200000000007
16 GP2d BRAF 49.0 0.7147119999999999 0.5950239999999997 0.4445710000000001 0.482417 0.344259 0.5373910000000001 0.11520199999999997 0.621101 0.5084000000000001 0.5084000000000001 0.8220849999999998 0.0
17 WM-266-4 Zero 49.0 0.15125800000000003 0.16315800000000003 0.19826400000000002 0.3974740000000001 0.3625130000000001 0.319963 0.1954010000000001 0.011571999999999999 0.491602 0.31744199999999995 0.25317599999999985 0.17019900000000007
16 GP2d PI3K 49.0 0.6749419999999998 0.5664350000000001 0.424458 0.503541 0.0 0.5391580000000001 0.11859999999999998 0.6198740000000004 0.508599 0.508599 0.758771 0.0
17 WM-266-4 BRAF 49.0 0.15168299999999998 0.16531999999999997 0.19868099999999997 0.39558799999999966 0.3602409999999999 0.3200359999999999 0.20100100000000004 0.011049000000000002 0.5055959999999998 0.3169489999999999 0.25548499999999996 0.16239900000000013
16 GP2d p53 49.0 0.6869349999999997 0.5773469999999997 0.43563999999999964 0.489102 0.6030439999999998 0.5121289999999998 0.116998 0.6209039999999999 0.4868009999999998 0.4868009999999998 0.7795139999999998 0.0
17 WM-266-4 PI3K 49.0 0.15060400000000007 0.16149400000000008 0.19829400000000005 0.3969829999999999 0.0 0.31098200000000004 0.1990000000000001 0.012733000000000001 0.49159899999999984 0.30673100000000003 0.253774 0.16800000000000004
17 WM-266-4 p53 49.0 0.13938300000000003 0.14966700000000005 0.18068300000000004 0.40172300000000005 0.7699449999999998 0.316926 0.19880100000000012 0.011167999999999997 0.49280399999999974 0.3153200000000001 0.24369700000000008 0.17640200000000006
18 VMRC-MELG Zero 49.0 0.6630989999999991 0.6977509999999992 0.6459079999999994 0.4656239999999996 0.6474889999999995 0.6135659999999994 0.48599899999999935 0.7684629999999993 0.5030019999999994 0.5032019999999994 0.23113000000000025 0.3871999999999992
18 VMRC-MELG BRAF 49.0 0.6811879999999995 0.7162249999999991 0.6778499999999994 0.4169330000000003 0.6519829999999989 0.6346089999999996 0.4876010000000003 0.7744059999999998 0.5029999999999999 0.5031999999999999 0.23044000000000017 0.3959980000000002
19 CL-11 Zero 49.0 0.04970200000000001 0.031029999999999995 0.029438999999999993 0.4568409999999998 0.265985 0.5048969999999998 0.5044029999999999 0.7595289999999995 0.5122019999999996 0.5122019999999996 0.317116 0.20560000000000012
18 VMRC-MELG PI3K 49.0 0.5302619999999995 0.5799989999999995 0.5277879999999998 0.6368489999999989 0.0 0.5416189999999996 0.4881989999999998 0.761144999999999 0.48999799999999966 0.49119799999999963 0.16806700000000002 0.3905979999999999
19 CL-11 BRAF 49.0 0.04894599999999999 0.030368 0.03144299999999999 0.46349500000000005 0.25344000000000005 0.49264199999999997 0.5134010000000002 0.7676599999999997 0.498803 0.498803 0.3354359999999999 0.18880300000000008
18 VMRC-MELG p53 49.0 0.6905109999999994 0.7225239999999997 0.6757449999999994 0.4178239999999997 0.9462319999999993 0.6235480000000001 0.491797 0.7824319999999997 0.49539799999999967 0.4957979999999997 0.2368690000000001 0.3871959999999997
19 CL-11 PI3K 49.0 0.05251300000000001 0.030464999999999996 0.030567 0.46057099999999995 0.0 0.486249 0.503004 0.7636119999999997 0.49319599999999986 0.4933969999999998 0.3108479999999999 0.19960199999999997
19 CL-11 p53 49.0 0.050922 0.03139100000000001 0.031679000000000006 0.45476399999999984 0.506389 0.49742300000000006 0.4991979999999998 0.7684030000000002 0.5094009999999998 0.5094009999999998 0.3078699999999996 0.18780000000000002
20 IPC-298 Zero 49.0 0.13353200000000012 0.06594900000000001 0.15013400000000002 0.5390929999999996 0.5391099999999999 0.5035989999999997 0.07520300000000005 0.0007999999999999999 0.5025989999999998 0.5025989999999998 0.13316500000000012 0.115401
20 IPC-298 BRAF 49.0 0.13399300000000008 0.072903 0.15797000000000003 0.5278309999999998 0.5417619999999997 0.5001990000000001 0.0694 0.000779 0.49979900000000005 0.49979900000000005 0.13537500000000005 0.11380099999999999
21 451Lu Zero 49.5 0.04395999999999999 0.28365399999999974 0.4148999999999996 0.17404700000000015 0.4106459999999997 0.4919539999999996 0.1732000000000002 0.027032999999999995 0.4952019999999996 0.4779919999999997 0.02587699999999999 0.039802
20 IPC-298 PI3K 49.0 0.13654099999999997 0.07143200000000001 0.155649 0.5475570000000002 0.0 0.4994909999999999 0.07800200000000002 0.0019979999999999998 0.4984039999999999 0.4984039999999999 0.137397 0.11720200000000001
21 451Lu BRAF 49.5 0.059032 0.3025159999999998 0.4395039999999998 0.14548500000000003 0.41601499999999997 0.4899729999999999 0.15839900000000004 0.020399999999999988 0.4955979999999998 0.48149399999999987 0.02959599999999999 0.044001
20 IPC-298 p53 49.0 0.12306600000000002 0.06764700000000001 0.15058700000000005 0.530616 0.807014 0.4870019999999998 0.076201 0.002 0.4863979999999999 0.4863979999999999 0.12100600000000004 0.12039900000000002
21 451Lu PI3K 49.5 0.036803 0.279617 0.4095459999999998 0.20092200000000005 0.0 0.507123 0.16940100000000002 0.027906 0.509399 0.4935519999999999 0.015460999999999999 0.041600000000000005
21 451Lu p53 49.5 0.048734000000000006 0.2835289999999998 0.4149519999999997 0.1641000000000001 0.5922750000000002 0.4831479999999998 0.16339800000000002 0.020766999999999997 0.4933989999999996 0.47533999999999976 0.027083 0.037598999999999994
22 RKO Zero 49.0 0.28802999999999973 0.33261499999999977 0.23247300000000004 0.5042649999999996 0.37853499999999984 0.4922009999999999 0.08179900000000005 0.027867999999999997 0.49899999999999983 0.49899999999999983 0.17695099999999994 0.0
22 RKO BRAF 49.0 0.4765030000000001 0.5322100000000001 0.384039 0.21245900000000004 0.42130600000000007 0.49055099999999985 0.073998 0.04550099999999999 0.49159799999999976 0.49179799999999974 0.30310400000000004 0.0
23 SNU-C1 Zero 49.0 0.32568899999999973 0.296154 0.2712079999999999 0.8070759999999992 0.3794199999999998 0.6931519999999998 0.5803989999999994 0.6872870000000002 0.49699800000000016 0.49699800000000016 0.23089200000000012 0.0
22 RKO PI3K 49.0 0.15610400000000008 0.18552600000000005 0.11582000000000003 0.6855199999999996 0.0 0.49254799999999993 0.07959900000000006 0.012437999999999998 0.5006009999999999 0.5008009999999998 0.09332300000000002 0.0
23 SNU-C1 BRAF 49.0 0.5503169999999997 0.4998839999999998 0.4397039999999999 0.6910109999999996 0.4408440000000001 0.7785039999999996 0.5875990000000001 0.7524160000000004 0.5041959999999999 0.5041959999999999 0.42443299999999995 0.0
22 RKO p53 49.0 0.314738 0.359794 0.267775 0.461547 0.6260969999999997 0.490569 0.072598 0.029057999999999997 0.4960010000000001 0.4960010000000001 0.19477799999999998 0.0
23 SNU-C1 PI3K 49.0 0.3074319999999999 0.2806680000000001 0.24554400000000026 0.8420489999999996 0.0 0.687178 0.5970009999999997 0.6985490000000002 0.5011990000000001 0.5011990000000001 0.2247590000000001 0.0
24 SNU-C5 Zero 49.0 0.49407599999999924 0.4852089999999993 0.3560429999999998 0.5346539999999996 0.6227969999999999 0.7215819999999994 0.7218059999999998 0.7308270000000004 0.506202 0.5958179999999995 0.4126349999999994 0.17460200000000012
23 SNU-C1 p53 49.0 0.34192999999999973 0.31593499999999985 0.2792989999999998 0.7928309999999993 0.7476459999999994 0.6945509999999996 0.5991949999999996 0.7038649999999996 0.5061999999999997 0.5061999999999997 0.24420800000000006 0.0
24 SNU-C5 BRAF 49.0 0.5820919999999995 0.5742359999999994 0.4248739999999997 0.468957 0.6468699999999996 0.7293529999999993 0.7232009999999998 0.7645119999999995 0.49920000000000003 0.5823240000000001 0.5066620000000003 0.18300300000000017
25 SW403 Zero 49.0 0.6079260000000004 0.6877099999999999 0.6917769999999998 0.048666999999999995 0.45361299999999977 0.7372819999999998 0.5151969999999998 0.4707690000000001 0.4995999999999997 0.4995999999999997 0.05492199999999998 0.063199
24 SNU-C5 PI3K 49.0 0.4350499999999998 0.4269249999999998 0.3056479999999998 0.5890709999999997 0.0 0.6897559999999995 0.7285999999999997 0.6970319999999997 0.49439999999999984 0.585083 0.3644860000000001 0.17919700000000005
25 SW403 BRAF 49.0 0.6613769999999999 0.7138619999999998 0.716819 0.03175399999999999 0.45961599999999986 0.746315 0.5202009999999996 0.490327 0.49560400000000016 0.49560400000000016 0.052485999999999984 0.05619899999999999
25 SW403 PI3K 49.0 0.5636110000000001 0.6563680000000002 0.6640110000000005 0.06384000000000002 0.0 0.7297480000000005 0.5075989999999999 0.4561039999999999 0.493199 0.493199 0.045848999999999994 0.058799000000000004
24 SNU-C5 p53 49.0 0.4995089999999996 0.49305399999999955 0.3749549999999998 0.5154949999999994 0.8414509999999991 0.7180179999999989 0.7256029999999993 0.7379949999999991 0.490798 0.5814779999999992 0.41586999999999996 0.17120200000000008
25 SW403 p53 49.0 0.6141409999999999 0.6844479999999997 0.6888969999999995 0.043918999999999986 0.7481309999999997 0.728816 0.5077999999999993 0.4685409999999999 0.4804 0.4804 0.04442199999999999 0.0624
26 A2058 Zero 49.0 0.16429000000000002 0.1561740000000001 0.2993809999999999 0.32735699999999995 0.273676 0.5041749999999999 0.2956009999999999 0.023325999999999993 0.49139800000000006 0.49139800000000006 0.20326700000000006 0.08819900000000003
26 A2058 BRAF 49.0 0.16630899999999998 0.16263199999999997 0.3039389999999998 0.3236249999999999 0.27584999999999993 0.509265 0.2975989999999998 0.026119999999999994 0.49920099999999984 0.49920099999999984 0.209201 0.0903990000000001
26 A2058 PI3K 49.0 0.16615299999999997 0.1637069999999999 0.30739600000000006 0.333477 0.0 0.516584 0.30339900000000003 0.026469999999999997 0.5042019999999999 0.5042019999999999 0.20325299999999993 0.09359900000000002
27 LoVo Zero 49.0 0.6141169999999997 0.538589 0.28505700000000006 0.512397 0.36779099999999987 0.6379679999999996 0.5128009999999996 0.7583859999999993 0.4858010000000001 0.48600100000000007 0.7209649999999996 0.12340100000000002
26 A2058 p53 49.0 0.17394999999999994 0.173009 0.31466499999999986 0.3132899999999999 0.502168 0.5060469999999998 0.3104 0.027234000000000005 0.4935979999999999 0.4935979999999999 0.20938099999999993 0.09320000000000002
27 LoVo BRAF 49.0 0.6213339999999994 0.5439749999999999 0.2996539999999999 0.49113800000000035 0.3575059999999999 0.6600539999999994 0.5161999999999997 0.7520209999999999 0.5030019999999998 0.5036019999999998 0.7266609999999992 0.11480100000000007
27 LoVo PI3K 49.0 0.5978140000000001 0.52607 0.2950809999999998 0.4984779999999999 0.0 0.6555729999999999 0.525197 0.7562300000000002 0.5027960000000001 0.5027960000000001 0.7091489999999998 0.12719800000000006
28 CP66-MEL Zero 49.5 0.3209210000000001 0.31998 0.8521530000000002 0.7808660000000003 0.37812699999999977 0.49520399999999987 0.11900299999999998 0.0 0.49520399999999987 0.49520399999999987 0.24011400000000008 0.0
28 CP66-MEL BRAF 49.5 0.3806009999999999 0.379239 0.8707319999999998 0.7221379999999998 0.35514 0.505997 0.1282 0.0 0.505997 0.505997 0.2789399999999999 0.0
27 LoVo p53 49.0 0.6157359999999997 0.5298649999999996 0.2841679999999998 0.5156969999999998 0.6773409999999999 0.6501149999999999 0.525996 0.7608979999999996 0.5015989999999999 0.5017989999999999 0.7233529999999998 0.1154
28 CP66-MEL PI3K 49.5 0.28596299999999997 0.28551799999999994 0.840724 0.8157480000000001 0.0 0.49480100000000005 0.12840400000000002 0.0 0.49480100000000005 0.49480100000000005 0.20120900000000003 0.0
29 LS1034 Zero 49.0 0.245496 0.14630899999999997 0.39850900000000017 0.20899099999999995 0.21192000000000005 0.6265430000000003 0.6845930000000005 0.19738 0.48739899999999997 0.48739899999999997 0.2013069999999999 0.10939500000000005
29 LS1034 BRAF 49.0 0.28710299999999983 0.17453599999999989 0.41609899999999994 0.20297900000000002 0.21986699999999987 0.6396649999999998 0.6970060000000003 0.21175999999999992 0.49840399999999996 0.49840399999999996 0.23742699999999997 0.11720200000000008
28 CP66-MEL p53 49.5 0.3727999999999999 0.3727769999999999 0.862832 0.7337939999999997 0.9962049999999999 0.49560099999999996 0.12600000000000003 0.0 0.49560099999999996 0.49560099999999996 0.27698499999999987 0.0
29 LS1034 PI3K 49.0 0.272256 0.15934800000000007 0.39365499999999987 0.22385400000000005 0.0 0.638532 0.702799 0.190894 0.5049980000000001 0.5049980000000001 0.219941 0.11299800000000003
30 CaR-1 Zero 49.0 0.9157769999999995 0.8848039999999995 0.7480679999999994 0.6918159999999991 0.5160060000000001 0.5875039999999997 0.495396 0.736176999999999 0.5086030000000004 0.5086030000000004 0.8138439999999997 0.08040100000000007
29 LS1034 p53 49.0 0.2731489999999998 0.16167399999999996 0.4041989999999998 0.2177049999999999 0.38167199999999996 0.6400219999999999 0.6743990000000002 0.19599400000000006 0.5077990000000001 0.5077990000000001 0.21868099999999996 0.12000000000000005
30 CaR-1 BRAF 49.0 0.936920999999999 0.9009439999999995 0.7449839999999996 0.6607099999999991 0.5315359999999998 0.5832329999999996 0.49839999999999984 0.7324429999999995 0.49500099999999986 0.49500099999999986 0.8380389999999988 0.08300400000000002
30 CaR-1 PI3K 49.0 0.8856860000000001 0.8440649999999998 0.7173420000000001 0.753027 0.0 0.5535519999999999 0.48780599999999963 0.7056280000000001 0.503203 0.503203 0.7899260000000005 0.08040300000000003
