n_profile Patient_ID Drug_ID Time Proliferation_b1 Proliferation_b2
32 Malme-3M Zero 49.0 0.212339 0.106501
32 Malme-3M BRAF 49.0 0.214713 0.112948
33 RPMI-7951 Zero 49.0 0.238781 0.164454
32 Malme-3M PI3K 49.0 0.198794 0.075198
32 Malme-3M p53 49.0 0.269502 0.15528
33 RPMI-7951 BRAF 49.0 0.22379899999999997 0.17386
33 RPMI-7951 PI3K 49.0 0.067498 0.0
34 A101D Zero 49.0 0.21265 0.133394
33 RPMI-7951 p53 49.0 0.283103 0.19282
34 A101D BRAF 49.0 0.19366699999999998 0.13082
35 LS-411N Zero 49.0 0.19783 0.114018
34 A101D PI3K 49.0 0.160252 0.0
35 LS-411N BRAF 49.0 0.179225 0.101987
34 A101D p53 49.0 0.341736 0.218351
36 Hs-944-T Zero 49.0 0.461522 0.310332
35 LS-411N PI3K 49.0 0.163979 0.0
36 Hs-944-T BRAF 49.0 0.45334699999999994 0.314789
35 LS-411N p53 49.0 0.288535 0.167837
36 Hs-944-T PI3K 49.0 0.236832 0.0
37 LS-123 Zero 49.0 0.055913000000000004 0.03386
36 Hs-944-T p53 49.0 0.55081 0.375472
37 LS-123 BRAF 49.0 0.051768999999999996 0.032454
37 LS-123 PI3K 49.0 0.013205 0.0
38 Hs-939-T Zero 49.0 0.173652 0.082714
37 LS-123 p53 49.0 0.089012 0.057592
38 Hs-939-T BRAF 49.0 0.17856899999999998 0.081979
39 COLO-205 Zero 49.0 0.098861 0.011218
38 Hs-939-T PI3K 49.0 0.104764 0.0
39 COLO-205 BRAF 49.0 0.033401 0.009297
38 Hs-939-T p53 49.0 0.220501 0.143602
39 COLO-205 PI3K 49.0 0.097091 0.008228
40 DiFi Zero 49.0 0.44216300000000003 0.328639
39 COLO-205 p53 49.0 0.248982 0.016846
40 DiFi BRAF 49.0 0.428481 0.327267
41 GAK Zero 49.0 0.028474 0.00859
40 DiFi PI3K 49.0 0.328497 0.0
41 GAK BRAF 49.0 0.027227 0.009162
41 GAK PI3K 49.0 0.047532 0.0
40 DiFi p53 49.0 0.70119 0.56568
41 GAK p53 49.0 0.038521 0.020221
42 LoVo Zero 49.0 0.296316 0.137201
42 LoVo BRAF 49.0 0.250467 0.140064
43 K5 Zero 49.0 0.251621 0.140114
42 LoVo PI3K 49.0 0.240924 0.0
43 K5 BRAF 49.0 0.241036 0.141876
42 LoVo p53 49.0 0.552493 0.269173
43 K5 PI3K 49.0 0.204841 0.0
44 WM793B Zero 49.0 0.37154 0.179672
43 K5 p53 49.0 0.48331399999999997 0.303793
44 WM793B BRAF 49.0 0.162139 0.101577
44 WM793B PI3K 49.0 0.306503 0.01095
45 CaR-1 Zero 49.0 0.345824 0.304132
44 WM793B p53 49.0 0.616673 0.281484
45 CaR-1 BRAF 49.0 0.345286 0.308676
46 ML-1 Zero 49.0 0.45704 0.169764
45 CaR-1 PI3K 49.0 0.336402 0.0
46 ML-1 BRAF 49.0 0.448999 0.171786
45 CaR-1 p53 49.0 0.799258 0.729553
46 ML-1 PI3K 49.0 0.463181 0.0
47 Mewo Zero 49.0 0.6761999999999999 0.311017
47 Mewo BRAF 49.0 0.659805 0.299939
46 ML-1 p53 49.0 0.541571 0.208871
47 Mewo PI3K 49.0 0.589332 0.0
48 A375 Zero 49.0 0.23180599999999998 0.146384
47 Mewo p53 49.0 0.7504649999999999 0.503587
48 A375 BRAF 49.0 0.23976599999999998 0.149836
48 A375 PI3K 49.0 0.038834 0.0
49 CAL-62 Zero 49.0 0.33077199999999995 0.137261
48 A375 p53 49.0 0.474942 0.299495
49 CAL-62 BRAF 49.0 0.31833100000000003 0.132183
49 CAL-62 PI3K 49.0 0.13576 0.0
50 MEL-JUSO Zero 49.0 0.31747800000000004 0.28233
49 CAL-62 p53 49.0 0.567014 0.398362
50 MEL-JUSO BRAF 49.0 0.319519 0.286305
50 MEL-JUSO PI3K 49.0 0.006974 0.0
50 MEL-JUSO p53 49.0 0.48139600000000005 0.424455
51 SK-MEL-3 Zero 49.0 0.165412 0.068102
51 SK-MEL-3 BRAF 49.0 0.145832 0.05626
52 8505C Zero 49.0 0.4234 0.194542
51 SK-MEL-3 PI3K 49.0 0.150388 0.0
52 8505C BRAF 49.0 0.42857 0.186176
52 8505C PI3K 49.0 0.214666 0.0
51 SK-MEL-3 p53 49.0 0.286501 0.160815
52 8505C p53 49.0 0.654375 0.441371
53 COLO-320 Zero 49.0 0.564781 0.410642
53 COLO-320 BRAF 49.0 0.437281 0.409933
53 COLO-320 PI3K 49.0 0.482809 0.0
54 UACC-257 Zero 49.0 0.054518 0.016978
53 COLO-320 p53 49.0 0.66658 0.629415
54 UACC-257 BRAF 49.0 0.035169 0.015122
54 UACC-257 PI3K 49.0 0.045063 0.0
55 K2 Zero 49.0 0.06684000000000001 0.036269
54 UACC-257 p53 49.0 0.08925 0.027099
55 K2 BRAF 49.0 0.06509 0.037318
55 K2 PI3K 49.0 0.094871 0.0
56 SW620 Zero 49.0 0.421936 0.15596
55 K2 p53 49.5 0.07371799999999999 0.04631
56 SW620 BRAF 49.0 0.232682 0.124935
57 COLO-201 Zero 49.0 0.22363699999999997 0.042755
56 SW620 PI3K 49.0 0.46021100000000004 0.006516
57 COLO-201 BRAF 49.0 0.11274999999999999 0.04795
56 SW620 p53 49.0 0.612259 0.492503
57 COLO-201 PI3K 49.0 0.272072 0.001394
58 HT-115 Zero 49.0 0.7594460000000001 0.683369
58 HT-115 BRAF 49.0 0.7550790000000001 0.690683
57 COLO-201 p53 49.0 0.317468 0.067125
59 CHL-1 Zero 49.0 0.617325 0.479456
58 HT-115 PI3K 49.0 0.550503 0.344245
59 CHL-1 BRAF 49.5 0.6002810000000001 0.479559
58 HT-115 p53 49.0 0.848983 0.763497
59 CHL-1 PI3K 49.5 0.388418 0.0
60 MMAc-SF Zero 49.0 0.068268 0.04701
59 CHL-1 p53 49.5 0.841125 0.786802
60 MMAc-SF BRAF 49.0 0.06567200000000001 0.048984
61 COLO-679 Zero 49.0 0.116298 0.05483
60 MMAc-SF PI3K 49.0 0.130503 0.0
61 COLO-679 BRAF 49.0 0.06498000000000001 0.034909
60 MMAc-SF p53 49.0 0.099166 0.071951
61 COLO-679 PI3K 49.0 0.114561 0.0
62 SW1463 Zero 49.0 0.11899599999999999 0.057219
61 COLO-679 p53 49.0 0.220902 0.093111
62 SW1463 BRAF 49.0 0.112608 0.055467
63 SNU-81 Zero 49.0 0.619371 0.499235
62 SW1463 PI3K 49.0 0.142243 0.025962
63 SNU-81 BRAF 49.0 0.624219 0.507361
62 SW1463 p53 49.0 0.200907 0.100466
63 SNU-81 PI3K 49.0 0.553755 0.210399
64 IHH-4 Zero 49.0 0.30688400000000005 0.132556
63 SNU-81 p53 49.0 0.933261 0.767607
64 IHH-4 BRAF 49.0 0.300987 0.121785
65 COLO-792 Zero 49.0 0.172313 0.096058
64 IHH-4 PI3K 49.0 0.220978 0.0
65 COLO-792 BRAF 49.0 0.160468 0.093365
64 IHH-4 p53 49.0 0.58085 0.279412
65 COLO-792 PI3K 49.0 0.115515 0.0
66 IGR-37 Zero 49.0 0.714836 0.493057
65 COLO-792 p53 49.0 0.191611 0.10081
66 IGR-37 BRAF 49.0 0.704 0.479033
66 IGR-37 PI3K 49.0 0.581504 0.0
67 LB2518-MEL Zero 49.5 0.153261 0.062657
66 IGR-37 p53 49.0 0.783844 0.605645
67 LB2518-MEL BRAF 49.0 0.145171 0.059743
68 COLO-829 Zero 49.0 0.0311 0.016786
67 LB2518-MEL PI3K 49.0 0.079177 0.0131
68 COLO-829 BRAF 49.0 0.027594 0.012769
67 LB2518-MEL p53 49.5 0.251305 0.098218
68 COLO-829 PI3K 49.0 0.049013 0.0
69 COLO-783 Zero 49.0 0.58874 0.325552
68 COLO-829 p53 49.0 0.034482 0.017882
69 COLO-783 BRAF 49.0 0.589938 0.322675
70 SNU-1040 Zero 49.0 0.5208630000000001 0.421171
69 COLO-783 PI3K 49.0 0.49855 0.0
70 SNU-1040 BRAF 49.0 0.507946 0.413823
69 COLO-783 p53 49.5 0.752845 0.683584
70 SNU-1040 PI3K 49.0 0.349672 0.0
71 SK-CO-1 Zero 49.0 0.223662 0.044155
70 SNU-1040 p53 49.0 0.8243610000000001 0.665545
71 SK-CO-1 BRAF 49.0 0.102662 0.042261
72 RCM-1 Zero 49.0 0.11327200000000001 0.027689
71 SK-CO-1 PI3K 49.0 0.234827 0.0
72 RCM-1 BRAF 49.0 0.111617 0.031478
71 SK-CO-1 p53 49.0 0.27838999999999997 0.054097
72 RCM-1 PI3K 49.0 0.13344 0.0
72 RCM-1 p53 49.0 0.161578 0.043664
73 SW1116 Zero 49.0 0.265403 0.114825
73 SW1116 BRAF 49.0 0.241757 0.114423
73 SW1116 PI3K 49.0 0.34720300000000004 0.070238
74 CP50-MEL-B Zero 49.0 0.21917 0.052045
73 SW1116 p53 49.0 0.380383 0.168375
74 CP50-MEL-B BRAF 49.0 0.205102 0.05419
75 IST-MEL1 Zero 49.0 0.36834900000000004 0.266668
74 CP50-MEL-B PI3K 49.0 0.137603 0.002502
75 IST-MEL1 BRAF 49.0 0.374092 0.276068
74 CP50-MEL-B p53 49.0 0.431076 0.179002
75 IST-MEL1 PI3K 49.0 0.339439 0.0
76 FTC-133 Zero 49.0 0.271341 0.064252
75 IST-MEL1 p53 49.0 0.691729 0.640842
76 FTC-133 BRAF 49.0 0.221913 0.065445
76 FTC-133 PI3K 49.0 0.234194 0.0
77 LS-513 Zero 49.0 0.028531 0.008235
76 FTC-133 p53 49.0 0.374602 0.091024
77 LS-513 BRAF 49.0 0.023082 0.009023
78 G-MEL Zero 49.5 0.027185 0.007504
77 LS-513 PI3K 49.0 0.024301999999999997 0.0002
78 G-MEL BRAF 49.5 0.023101 0.005828
77 LS-513 p53 49.0 0.059489 0.016488
78 G-MEL PI3K 49.5 0.018398 0.0
78 G-MEL p53 49.5 0.027073 0.009234
79 Geo Zero 49.0 0.078538 0.006048
79 Geo BRAF 49.0 0.078253 0.005884
79 Geo PI3K 49.0 0.015833 0.0
80 SNU-C2B Zero 49.0 0.614541 0.546814
79 Geo p53 49.0 0.137351 0.010102
80 SNU-C2B BRAF 49.0 0.599525 0.556531
80 SNU-C2B PI3K 49.0 0.509404 0.341558
81 SK-MEL-24 Zero 49.0 0.054001999999999994 0.034459
80 SNU-C2B p53 49.0 0.946545 0.801553
81 SK-MEL-24 BRAF 49.0 0.043949 0.034776
81 SK-MEL-24 PI3K 49.0 0.027446 0.0
82 SNU-C5 Zero 49.0 0.585979 0.415765
81 SK-MEL-24 p53 49.0 0.069908 0.044758
82 SNU-C5 BRAF 49.0 0.5717720000000001 0.416237
83 CW-2 Zero 49.0 0.12421299999999999 0.040704
82 SNU-C5 PI3K 49.0 0.36033 0.009687
82 SNU-C5 p53 49.0 0.7760969999999999 0.56461
83 CW-2 BRAF 49.0 0.086106 0.036369
84 SW403 Zero 49.0 0.040118 0.003671
83 CW-2 PI3K 49.0 0.081106 0.0
84 SW403 BRAF 49.0 0.033456 0.005141
84 SW403 PI3K 49.0 0.040641 0.003348
83 CW-2 p53 49.0 0.205827 0.071441
84 SW403 p53 49.0 0.047177 0.004072
85 MZ7-mel Zero 49.0 0.20419500000000002 0.074083
85 MZ7-mel BRAF 49.0 0.204992 0.076178
85 MZ7-mel PI3K 49.0 0.167217 0.002722
86 VMRC-MELG Zero 49.0 0.301877 0.158915
85 MZ7-mel p53 49.0 0.311958 0.263998
86 VMRC-MELG BRAF 49.0 0.290282 0.153107
87 RKO Zero 49.0 0.34235899999999997 0.194983
86 VMRC-MELG PI3K 49.0 0.221822 0.003774
87 RKO BRAF 49.0 0.202033 0.156992
86 VMRC-MELG p53 49.0 0.405283 0.244442
87 RKO PI3K 49.0 0.391755 0.0
88 CP66-MEL Zero 49.0 0.20264300000000002 0.146012
87 RKO p53 49.0 0.55287 0.330453
88 CP66-MEL BRAF 49.0 0.20280299999999998 0.146246
89 COLO-678 Zero 49.0 0.214847 0.172303
88 CP66-MEL PI3K 49.0 0.13539600000000002 0.008168
89 COLO-678 BRAF 49.0 0.21645 0.175853
88 CP66-MEL p53 49.0 0.501551 0.362105
89 COLO-678 PI3K 49.0 0.220523 0.0
90 RO82-W-1 Zero 49.0 0.261405 0.201967
89 COLO-678 p53 49.5 0.393391 0.316726
90 RO82-W-1 BRAF 49.0 0.23682399999999998 0.211439
90 RO82-W-1 PI3K 49.0 0.158102 0.0
91 KMH-2 Zero 49.0 0.475356 0.295388
90 RO82-W-1 p53 49.0 0.33265 0.260536
91 KMH-2 BRAF 49.0 0.34733800000000004 0.263726
91 KMH-2 PI3K 49.0 0.431948 0.0
92 SW626 Zero 49.0 0.20961 0.110937
91 KMH-2 p53 49.0 0.569634 0.367409
92 SW626 BRAF 49.0 0.190807 0.115175
92 SW626 PI3K 49.0 0.193112 0.0046
93 SW1417 Zero 49.0 0.47638 0.388301
92 SW626 p53 49.0 0.41027 0.229346
93 SW1417 BRAF 49.0 0.47477800000000003 0.384776
94 NCI-H716 Zero 49.0 0.561214 0.350745
93 SW1417 PI3K 49.0 0.105653 0.0
94 NCI-H716 BRAF 49.0 0.571572 0.359549
93 SW1417 p53 49.0 0.665663 0.54425
94 NCI-H716 PI3K 49.0 0.518688 0.110085
95 C2BBe1 Zero 49.5 0.87042 0.563528
95 C2BBe1 BRAF 49.0 0.861955 0.566733
94 NCI-H716 p53 49.0 0.576227 0.382541
95 C2BBe1 PI3K 49.0 0.731542 0.164046
96 TT2609-C02 Zero 49.0 0.401579 0.248651
95 C2BBe1 p53 49.5 0.9432149999999999 0.606753
96 TT2609-C02 BRAF 49.0 0.358341 0.245301
96 TT2609-C02 PI3K 49.0 0.324252 0.0
97 WM278 Zero 49.5 0.105146 0.083162
96 TT2609-C02 p53 49.0 0.640293 0.409053
97 WM278 BRAF 49.5 0.039502 0.028638
98 WM1552C Zero 49.0 0.27105 0.189145
97 WM278 PI3K 49.5 0.15448 0.0
98 WM1552C BRAF 49.0 0.287455 0.205256
97 WM278 p53 49.5 0.30340500000000004 0.254408
98 WM1552C PI3K 49.0 0.34039 0.0
99 HCC2998 Zero 49.0 0.696353 0.611066
98 WM1552C p53 49.0 0.310277 0.289409
99 HCC2998 BRAF 49.0 0.67871 0.590454
100 SNU-407 Zero 49.0 0.212524 0.106087
99 HCC2998 PI3K 49.0 0.56636 0.302756
100 SNU-407 BRAF 49.0 0.174742 0.110169
99 HCC2998 p53 49.0 0.893768 0.779136
100 SNU-407 PI3K 49.0 0.168253 0.0
101 SH-4 Zero 49.0 0.139196 0.094216
100 SNU-407 p53 49.0 0.406878 0.223204
101 SH-4 BRAF 49.0 0.129886 0.100913
101 SH-4 PI3K 49.0 0.128799 0.0
102 UACC-62 Zero 49.0 0.068435 0.022549
101 SH-4 p53 49.0 0.31033 0.225742
102 UACC-62 BRAF 49.0 0.05736 0.028482
103 SNU-61 Zero 49.0 0.058047 0.020185
102 UACC-62 PI3K 49.0 0.034542 0.0
103 SNU-61 BRAF 49.0 0.047455 0.022108
102 UACC-62 p53 49.0 0.10328299999999999 0.04072
103 SNU-61 PI3K 49.0 0.053563 0.0
104 WM35 Zero 49.0 0.181751 0.122131
103 SNU-61 p53 49.0 0.10736 0.047187
104 WM35 BRAF 49.0 0.179507 0.118667
104 WM35 PI3K 49.0 0.10826 0.0
105 TT Zero 49.0 0.12535200000000002 0.042602
104 WM35 p53 49.0 0.36987499999999995 0.336406
105 TT BRAF 49.0 0.122573 0.043559
105 TT PI3K 49.0 0.275574 0.0
106 GP5d Zero 49.0 0.550405 0.193669
105 TT p53 49.0 0.216137 0.069385
106 GP5d BRAF 49.0 0.396898 0.190857
106 GP5d PI3K 49.0 0.532485 0.076765
107 G-361 Zero 49.0 0.446754 0.368847
106 GP5d p53 49.0 0.90198 0.307313
107 G-361 BRAF 49.0 0.42956000000000005 0.356376
107 G-361 PI3K 49.0 0.27653 0.0
108 CGTH-W-1 Zero 49.0 0.526192 0.288189
108 CGTH-W-1 BRAF 49.0 0.505913 0.294863
107 G-361 p53 49.0 0.78422 0.688763
108 CGTH-W-1 PI3K 49.0 0.233811 0.0
109 451Lu Zero 49.0 0.096658 0.045127
108 CGTH-W-1 p53 49.0 0.8094910000000001 0.558224
109 451Lu BRAF 49.0 0.08039199999999999 0.045445
109 451Lu PI3K 49.0 0.11426 0.0
109 451Lu p53 49.0 0.120558 0.053559
110 FTC-238 Zero 49.0 0.386859 0.233072
110 FTC-238 BRAF 49.0 0.35921800000000004 0.231908
110 FTC-238 PI3K 49.0 0.218467 0.0
111 CL-40 Zero 49.0 0.119025 0.035843
111 CL-40 BRAF 49.0 0.106297 0.036697
110 FTC-238 p53 49.0 0.5475639999999999 0.33113
111 CL-40 PI3K 49.0 0.024488 0.001033
112 IPC-298 Zero 49.0 0.33853 0.237648
111 CL-40 p53 49.0 0.158604 0.043192
112 IPC-298 BRAF 49.0 0.331834 0.23557
112 IPC-298 PI3K 49.0 0.117164 0.0
113 SW837 Zero 49.0 0.338141 0.167081
112 IPC-298 p53 49.0 0.414508 0.332412
113 SW837 BRAF 49.0 0.265963 0.142871
113 SW837 PI3K 49.0 0.339542 0.052806
114 SW48 Zero 49.0 0.21963300000000002 0.13747
113 SW837 p53 49.0 0.528692 0.423229
114 SW48 BRAF 49.0 0.166994 0.12486
115 HTC-C3 Zero 49.0 0.518296 0.192528
114 SW48 PI3K 49.0 0.341533 0.0056
115 HTC-C3 BRAF 49.0 0.476453 0.191893
114 SW48 p53 49.0 0.490761 0.302971
115 HTC-C3 PI3K 49.0 0.251928 0.0
116 SW948 Zero 49.0 0.481757 0.216519
115 HTC-C3 p53 49.0 0.71112 0.289376
116 SW948 BRAF 49.0 0.462244 0.217136
117 SK-MEL-31 Zero 49.0 0.15903 0.084844
116 SW948 PI3K 49.0 0.47119900000000003 0.004678
117 SK-MEL-31 BRAF 49.0 0.127638 0.085975
116 SW948 p53 49.0 0.661993 0.328872
117 SK-MEL-31 PI3K 49.0 0.17945 0.0
118 CL-11 Zero 49.0 0.20477 0.142248
118 CL-11 BRAF 49.0 0.211176 0.15012
117 SK-MEL-31 p53 49.0 0.183445 0.091803
118 CL-11 PI3K 49.0 0.127017 0.0
119 SK-MEL-2 Zero 49.5 0.47808300000000004 0.303931
118 CL-11 p53 49.0 0.346343 0.276015
119 SK-MEL-2 BRAF 49.0 0.429357 0.297965
120 C32 Zero 49.0 0.420845 0.28104
119 SK-MEL-2 PI3K 49.5 0.322352 0.0
120 C32 BRAF 49.0 0.318016 0.220149
119 SK-MEL-2 p53 49.5 0.611742 0.517746
120 C32 PI3K 49.0 0.3426 0.0
120 C32 p53 49.0 0.48419 0.344467
121 LB373-MEL-D Zero 49.5 0.33291800000000005 0.144794
121 LB373-MEL-D BRAF 49.5 0.280645 0.123292
122 8305C Zero 49.0 0.16886600000000002 0.063445
122 8305C BRAF 49.0 0.16079 0.066068
121 LB373-MEL-D PI3K 49.5 0.236024 0.003611
122 8305C PI3K 49.0 0.105719 0.0
121 LB373-MEL-D p53 49.5 0.46258600000000005 0.292976
122 8305C p53 49.0 0.189091 0.076697
123 SK-MEL-30 Zero 49.0 0.390799 0.241336
123 SK-MEL-30 BRAF 49.0 0.393609 0.248497
124 COLO-320-HSR Zero 49.0 0.495935 0.227298
123 SK-MEL-30 PI3K 49.0 0.28481 0.0
124 COLO-320-HSR BRAF 49.0 0.349775 0.213284
123 SK-MEL-30 p53 49.0 0.521712 0.397679
124 COLO-320-HSR PI3K 49.0 0.47814 0.0
124 COLO-320-HSR p53 49.0 0.644929 0.389876
125 HMV-II Zero 49.5 0.49477 0.24412
125 HMV-II BRAF 49.5 0.498826 0.245402
126 WM-266-4 Zero 49.0 0.078618 0.050865
126 WM-266-4 BRAF 49.0 0.079178 0.048255
125 HMV-II PI3K 49.5 0.29833099999999996 0.003922
126 WM-266-4 PI3K 49.0 0.03036 0.0
125 HMV-II p53 49.5 0.57447 0.308004
126 WM-266-4 p53 49.0 0.151059 0.119664
127 RVH-421 Zero 49.0 0.157155 0.083601
127 RVH-421 BRAF 49.0 0.16553 0.086395
127 RVH-421 PI3K 49.0 0.10926 0.0
128 LS1034 Zero 49.0 0.1432 0.036413
127 RVH-421 p53 49.0 0.2526 0.214662
128 LS1034 BRAF 49.0 0.10014200000000001 0.038965
129 COLO-800 Zero 49.0 0.056456 0.034634
128 LS1034 PI3K 49.0 0.114012 0.016304
129 COLO-800 BRAF 49.0 0.062737 0.036807
128 LS1034 p53 49.0 0.22098099999999998 0.050535
129 COLO-800 PI3K 49.0 0.005891 0.0
129 COLO-800 p53 49.0 0.087242 0.053769
130 BHT-101 Zero 49.0 0.041726 0.026424
130 BHT-101 BRAF 49.0 0.028555999999999998 0.022168
130 BHT-101 PI3K 49.0 0.049571 0.0
130 BHT-101 p53 49.0 0.139456 0.076843
